cityId	cityName	province
c6ae09d8-4702-5be3-abbd-20c220e08d6b	克孜勒苏柯尔克孜	新疆
f722dc4d-0c83-5ec4-a398-c5258651a6c2	克拉玛依	新疆
0f3a207e-f721-503a-8b48-0efbf75fd429	六安	安徽
56052d4c-5b32-550a-a748-dec9d9e30fba	六盘水	贵州
bd27f707-3a10-57bb-9faa-65fe4925eae9	兰州	甘肃
bfa75c64-1f96-5d86-93d7-116cc73b9794	兴安	内蒙古
d6acbe2b-b25e-5d1c-b0db-a0e879de2cb2	内江	四川
316c65a2-f1b8-5f10-b44a-2508e62c5550	凉山彝族	四川
17d0b82f-eb76-5664-8a1e-7e241ef3f7ec	包头	内蒙古
d721db6a-e56d-58fa-b283-2556241b5b2e	北京	北京
d575e970-a892-551d-80b7-da636bf286d1	北海	广西
a4a479ad-27e1-534d-8ac8-08ad76211dac	十堰	湖北
1428577a-a311-5d57-ad3f-bafb7795b063	南京	江苏
8658fcca-9f2f-5a46-b459-e525e6fdb50d	南充	四川
5d3775ba-2be7-55aa-a326-b791148f625d	南宁	广西
255dd78d-c678-5b33-bc96-e3e2a3b84ce8	南平	福建
da5d49e2-4d02-58b2-b0e7-2f7658928f6f	南昌	江西
d24e0a6d-f031-5d4d-99b4-7fcd9564972b	南通	江苏
197af260-ee95-5f62-9f8f-5e44b4799635	南阳	河南
1bda238c-ecb4-56db-840e-9b35cfdf3254	博尔塔拉蒙古	新疆
5b8798fc-f35e-5050-bd0a-daa340d842d5	厦门	福建
ee666d59-ca38-57dd-847c-b8b34211c9d2	双鸭山	黑龙江
e23ecf48-5dc8-5392-b5b7-53638dcc662b	台州	浙江
ea43a508-4567-5bf0-87da-549899c824fc	合肥	安徽
de510646-1a63-526b-b027-ec0baff08e1e	吉安	江西
f039f35d-a552-5a7b-8815-fee7bdaf6693	吉林	吉林
507958ca-44af-5c16-904b-f858f4c0f8da	吉林省	吉林
15b9f816-2d64-557c-b130-b4e398ca84ca	吐鲁番	新疆
31702d3b-f41d-56da-8798-56c96ad5564b	吕梁	山西
8a0d4aca-a56d-5bce-aee0-b4b5f0e75c6a	吴忠	宁夏
1260de33-9f77-5c15-8bbd-a424102ed94b	周口	河南
b226141a-f415-5c10-906b-92f634623aef	呼伦贝尔	内蒙古
d7f80da7-a85c-5724-ad60-f47cf3f9ea07	呼和浩特	内蒙古
21e19a7e-ebd1-50c9-ae13-18ac262fa31e	和田	新疆
d318f2ce-a120-5bee-8dc6-17728d1b45c2	咸宁	湖北
74af60de-943f-5954-b526-a489f74e16e2	咸阳	陕西
721faa63-a56d-5ab5-8b2e-e78a5dbd051a	哈密	新疆
bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5	哈尔滨	黑龙江
18ee9859-42de-5a7b-b3a7-40f711828e07	唐山	河北
98b20cb1-fcb7-5d7d-b88e-63112f019bd8	商丘	河南
d3216e21-c962-55ac-86e7-05bbae9e0bbf	商洛	陕西
17da38e9-ad6d-5efc-a47e-1b4a421e9a22	喀什	新疆
988df8c6-59d9-528e-9b71-9013be93df79	嘉兴	浙江
4b014536-c5ca-5d2a-a123-cb7057700574	嘉峪关	甘肃
17007ac4-741f-5ccc-bd0f-9be21362b267	四平	吉林
74e54c34-05fe-5fb4-b2ee-e0ca5e02a125	固原	宁夏
b316bc3a-fb03-51a3-bcfe-58323b930029	塔城	新疆
3dc98a11-7110-50a4-9446-19664a5c69a8	大兴安岭	黑龙江
424cbf4a-06ec-5433-81aa-98da238c1bd6	大同	山西
d3dc72db-afa9-531b-b6b4-ccf73f514483	大庆	黑龙江
e2af5f9e-677d-5526-9b77-277a62e93ef6	大理白族	云南
675e944d-5945-56d5-bb53-8fc64015687c	大连	辽宁
15a5dff1-a212-5487-9091-e846753493b2	天水	甘肃
cf07e639-6495-564c-b025-0860e87656b8	天津	天津
b74c7958-de20-5b29-bb4f-9d20543442f7	太原	山西
7c6ca8a3-1b6e-53b3-9593-e023e406b521	威海	山东
33921910-b5d7-5981-989d-a02a31832746	娄底	湖南
93f810f1-261b-5437-bae7-2dd3b8334c1f	孝感	湖北
11642571-2e1a-520b-9871-c701c6a769ac	宁德	福建
bd7fdf9a-5054-50f0-af3c-5b61adf62845	宁波	浙江
fcfe36f1-aaf0-5bc4-ba3e-e27a1c4295a4	安庆	安徽
6205e86d-f35d-55f2-9609-cc0be0e224ba	安康	陕西
3e357c50-25a1-5521-9d26-15108262e7db	安阳	河南
1cd98665-5b4a-53d8-8dbc-93edd79eaf73	安顺	贵州
bf5ef2d2-1f79-5d24-b3f8-989a9921d836	定西	甘肃
66001c0e-b76f-55a9-b8ac-a099a2dd7a5d	宜宾	四川
5010267a-bb6f-58cf-9cdd-f89db4be85de	宜昌	湖北
ea93c114-b902-53e5-b7e6-42a0562b1615	宜春	江西
c6afff40-c575-544b-979b-b9293bd5db9e	宝鸡	陕西
1ed1529b-7b44-587e-ab3e-0d18e443a50f	宣城	安徽
4198e0cb-6093-5cb9-855d-e10f9251606d	宿州	安徽
12b469f3-0393-5eb8-bb01-60c93a3dcf7b	宿迁	江苏
696dc68f-8057-5a31-9cf4-db3345101dcc	岳阳	湖南
39df15f2-48dc-5feb-95fe-5e7ee7de8557	崇左	广西
63205425-3cd6-5211-a0b2-a5dbe5e5c15f	巴中	四川
8cc2d64c-8db5-52e8-89a9-3deb446183e7	巴彦淖尔	内蒙古
b137577a-4d75-5d61-af4f-57010f0daecb	巴音郭楞蒙古	新疆
1b88cc81-d4d4-505c-8251-394788ee2a72	常州	江苏
748efe7a-f040-522b-84b1-d604c711c862	常德	湖南
859709fd-6334-5a96-b423-f84d63721684	平凉	甘肃
19f21017-cf44-513a-bd55-05f8f89e36f0	平顶山	河南
1db6b4a4-d194-5a15-93a9-f7974de0bce2	广元	四川
5e20a069-e4c0-5602-8bb5-c5f82ddc1790	广安	四川
2bd99adc-e4d4-57a9-9027-f594f6acf0a2	广州	广东
4d00df28-ec75-58b2-ba0a-7141874841c0	庆阳	甘肃
06acfd4b-2491-5f63-b36d-5441f6e3e442	廊坊	河北
6b8ab92e-bbe9-582e-8677-dde1f0a74838	延安	陕西
651323bf-e6f3-5967-bf79-025c56e51f1d	延边朝鲜族	吉林
2a141a53-d5b6-5b31-9b2e-5bcc8f28935d	开封	河南
b2c73ed7-ab7b-5d95-bb93-df84147aa52a	张家口	河北
b286e260-edb9-54df-a6e6-6ad92b8157c6	张家界	湖南
b8a283bc-8782-595d-99b6-96d732092f17	张掖	甘肃
391cd36e-0e1a-572a-8710-bf155ad89179	徐州	江苏
8d09dcad-9ad8-5b36-8182-040ed9695486	德州	山东
0bf060eb-8e06-5552-874d-cdee916fd732	德阳	四川
ed61505e-53e3-5987-9c3c-ff6c115c5dfe	忻州	山西
20d49eef-b4ae-585a-b42e-e2e3ce505f96	怀化	湖南
e54c51fb-9044-52e0-82bb-e7ff70ae2f09	恩施土家族苗族	湖北
ae2a75aa-b0aa-505b-8a7c-0f96deec2b94	惠州	广东
03c69062-0880-5837-bae9-fe487784fe4e	成都	四川
4ed456e6-c468-59f4-a0f9-b8714127ce37	扬州	江苏
1373316a-cb1a-509b-a6cb-e5f1a2a6ecf8	承德	河北
9c042cb6-f769-522c-8a7f-c7fcf217a16a	抚州	江西
9e54e965-d891-53c5-b2ea-cf1514ef40d4	抚顺	辽宁
c060d494-6f54-546a-87dd-e48dd2b0b8d8	拉萨	西藏
cbd95c51-5441-5651-9760-30ea2636557c	揭阳	广东
45fe30b4-5fc6-50a8-b2a2-901457374b56	攀枝花	四川
f973505f-c85d-5558-874c-acf361124656	文山壮族苗族	云南
a7b5cb21-a0a5-538e-b173-971eae64725f	新乡	河南
ce329062-bc2e-56be-aa5b-741c56366caf	新余	江西
f6f0df05-9064-5699-a491-e9e6bd1af588	新疆维吾尔自治区-自治区直辖县级行政区划	新疆
b101a8b7-1a91-5f39-b908-c133efd9a6c7	无锡	江苏
c7aed649-1164-5046-93e0-ddf7b78094db	日喀则	西藏
bf8c5a46-a1fd-5bcd-a014-e39bbf83b452	日照	山东
6a6a2f3a-a93b-5d79-8740-0f5b6971afed	昆明	云南
f5ae0f07-c8d5-5dbb-b319-96988fd28d98	昌吉回族	新疆
64581ab4-c223-53d6-8e0f-b165d978889d	昭通	云南
d1770fa1-ddfb-5a11-b443-0aa2d0735ac7	晋中	山西
74fbc8ef-bbaf-5587-918f-771ed7945889	晋城	山西
b4711d9f-7abd-5995-b64a-8a90de869b08	景德镇	江西
4cb0d11a-5a5c-58ea-ac8b-48c704fe9165	曲靖	云南
f2b2245b-cb14-588c-841a-2954c0efc354	朔州	山西
11b88395-569a-5731-9cbb-52e13af3e45d	朝阳	辽宁
55e49af1-7f97-5557-8cc5-457c319f926d	本溪	辽宁
90e8bc8c-8f3a-579b-8eef-373a44e4f260	来宾	广西
38c8d0a9-f57b-57ea-852e-914ec59023b6	杭州	浙江
68f42d61-6c23-57d6-8f79-7724e284450d	松原	吉林
14782c22-fef4-5854-84c9-083e0831be14	枣庄	山东
c0f75662-9ff3-554e-8917-d1045405985e	柳州	广西
30094f44-11f9-56d8-a8e5-d963c4f22c59	株洲	湖南
fae9a80c-663e-5b46-97df-edfaeec36405	桂林	广西
c60b2d82-6f6e-524c-9f58-d45d0898bdbc	梅州	广东
ac63a623-a533-53c9-922f-e4c1c509af52	梧州	广西
d0a2377f-5995-58b0-9203-16a1f7f250e4	楚雄彝族	云南
85d348c8-4bad-5208-9814-b0963d2321ef	榆林	陕西
e469de7d-a826-51c2-8769-1a68ea64f4ac	武威	甘肃
39d1951e-19c0-579d-b912-a178b69ae641	武汉	湖北
1ec19191-4fe4-5a4a-8aa9-8af814791c94	毕节	贵州
ab95f380-674c-5a94-8dde-587f8f3dae3c	永州	湖南
60336a4c-c384-5380-83d0-05e687856f4e	汉中	陕西
854222f7-2d03-506b-92c8-bce3e7da70f5	汕头	广东
363c5eb8-7413-5bd4-966d-4c03077bd15b	汕尾	广东
e347fd94-59ed-55df-b915-629fdaafb24a	江门	广东
4afffc95-f576-5afb-8283-83c4b8e46c0f	池州	安徽
5153e8e7-7633-5762-b223-e3e7f0e482fc	沈阳	辽宁
22edba49-72d1-55ee-b30d-bb49f3bfea5e	沧州	河北
86162405-373c-5f61-8a5a-8ea30b7867e1	河南省-省直辖县级行政区划	河南
60d88a2b-c2ff-5751-ab1c-ebf50e034ff4	河池	广西
5c882c65-7f22-5e96-8abe-af63b0245434	河源	广东
efda4ae6-2d2c-5ec3-9a08-c968f29c6768	泉州	福建
1d29fc17-ed46-56a4-8da0-fbb2295ee668	泰安	山东
7912e12f-541b-5b5e-b03a-f50f4d6097db	泰州	江苏
a6320a2f-3417-5a73-871d-5ac5cddd2e04	洛阳	河南
1f48df29-20c5-56d2-9337-1332b1647122	济南	山东
c1239aa9-60e9-5d8e-a9ed-9224397b450b	济宁	山东
6733da34-7435-51a3-a1c9-8fa96045f477	海东	青海
2fe83883-6719-5444-95af-9eb2562a11a0	海北藏族	青海
80f8a3af-31a2-5797-89f4-0ca9906b3527	海南省-自治区直辖县级行政区划	海南
ce0f2728-81eb-5bd8-8424-c6e38d4eadcd	海口	海南
9c2295d9-cc03-556b-8da7-040464bd510c	海西蒙古族藏族	青海
81d21174-d65d-5029-ac11-a6ec748bcb56	淄博	山东
ff088193-465a-595a-afda-8f97aec05e5b	淮北	安徽
01d504b2-c6bc-5424-b5af-5be31fe86e89	淮南	安徽
fe0b4820-af7a-59a1-bf65-560ff5f67170	淮安	江苏
17c7f7c5-7904-527a-9a7a-b0edf2ffd375	深圳	广东
fafb7735-9f05-5951-b6ea-6b1692ff2e39	清远	广东
50b0f1f1-ae3c-50d8-b828-6ea31fcb7b2c	温州	浙江
b439fae3-78f7-5c2b-90c5-a652441c11bc	渭南	陕西
9351d7fb-08f0-5364-8d20-02c17b66bafd	湖北省-自治区直辖县级行政区划	湖北
d9904ec4-2bac-59ce-9630-4b548039d662	湖州	浙江
6c36bcad-d2e3-530d-8daf-aa9c7d03c9a6	湘潭	湖南
0acf2686-d324-5b50-9353-61e07db23020	湘西土家族苗族	湖南
71601399-91c9-5889-aec4-fc901845333c	湛江	广东
3f171fe4-2435-50d2-8f74-1a2c87bd5be1	滁州	安徽
8996f9cd-4df5-5277-af68-d7e67c9a7d59	滨州	山东
730680c4-fe64-51fa-8fe1-8cf743ce213b	漯河	河南
9b9ffe33-2ce6-5729-aa92-bc1ed783a1b0	漳州	福建
caa74358-1304-541c-b9cf-b6b07d1c9ace	潍坊	山东
a38c522d-464d-5fd1-b102-b4aafb13e985	潮州	广东
6b1e34b9-6646-5ca0-bcad-ce1db2a4a7b1	濮阳	河南
46d24d3a-9a88-541d-a1ca-fe10b2206a3e	烟台	山东
08847375-9e81-5b8a-8d49-1a91aa7f8189	焦作	河南
07e0ad42-924a-5614-9eb8-00237a1bde8b	牡丹江	黑龙江
f64b82d9-0165-57dc-b94d-c9023840f415	玉林	广西
61f02651-99a8-546d-8e0e-5e4872420d57	玉溪	云南
04f1cc69-232c-5997-bc69-d476160bd74d	珠海	广东
e14d63c8-cbb6-5e52-a095-a4ef127366ce	白城	吉林
10c1360c-3b27-5353-80e9-1168e448f76b	白山	吉林
5ae360de-1ce6-5f71-b372-2a5bb6dfa7d0	白银	甘肃
b19a352d-6e8d-5aeb-9eff-0be42b91dd27	百色	广西
c1d04aee-9d48-5be8-955a-3a511127fc61	益阳	湖南
1d08f703-cd90-57a3-ba30-bd54afea000a	盐城	江苏
82eabc31-2c44-5973-9502-94b0a1a7d309	盘锦	辽宁
d8b556a2-2593-559f-aaaf-982f2d3e7938	眉山	四川
8cab18d9-b68d-5fae-a52f-fb58bbba4e7d	石嘴山	宁夏
a140ced1-fdf8-5d24-90ce-ed8e98801e07	石家庄	河北
55314457-35c8-59fd-963d-39c5029fa3ed	福州	福建
9d95ca32-b387-594a-b3f5-a5655f0c9462	秦皇岛	河北
41aa8864-6744-55bb-a717-6e0896a515a9	红河哈尼族彝族	云南
d5ccf20a-f0f4-5ef0-8abd-8e31e45f6191	绍兴	浙江
0e7d75da-cbab-57de-836f-26fa268a6aa0	绥化	黑龙江
c580730a-d66a-5c68-986f-f38f69976be8	绵阳	四川
7e856ec4-4cb9-539e-9ddc-81a65ae2528f	聊城	山东
3bada160-0010-5397-af5a-6339fbe7f8e5	肇庆	广东
5e885d2e-93ac-5dee-b6c9-5a494acf39d6	自贡	四川
4d31e856-0a40-5eca-a1ba-9ba515e37008	芜湖	安徽
9c722789-c612-5e9d-b091-e1f83c16f0c1	苏州	江苏
5dbb2857-7e2d-5fc1-a5a3-a15fc3139d0e	茂名	广东
ab1e9b94-f945-5f5d-be66-13fe080cbdc0	荆州	湖北
ae491ecf-3ce4-5303-a846-e15c8c1ffd56	荆门	湖北
9e05412b-919d-5fdc-9d5f-05615ef6c782	莆田	福建
0a628620-619e-543e-a2a5-5de8e87f9fab	菏泽	山东
847b71fa-ee22-5e0b-900c-f7d5fc406ba6	萍乡	江西
b8afc62b-f362-5aaf-91d5-0375c0bc6856	营口	辽宁
479a31e5-8200-512a-bb35-6a18eb5d3381	葫芦岛	辽宁
f36d4e09-0260-5ecb-b650-39b3ca8e0160	蚌埠	安徽
5e4f063a-c014-5298-b2fa-d9f24cdff5c3	衡水	河北
299edbd5-3dce-57a9-a438-086c4edd6bda	衡阳	湖南
3b7d081d-2591-541f-b06d-8c5fca7ce5bb	衢州	浙江
be829ddc-0d87-5037-af3a-8808ddc336e9	襄阳	湖北
ff053601-69ed-5cd4-b02d-b98086727747	西宁	青海
ddb54c72-1527-53f0-ba7c-02548ddf2f8c	西安	陕西
06347124-dcdd-5d26-b64f-7f9b033ae674	许昌	河南
1987e54e-8dfb-57d8-90a8-c09689661b7c	贵港	广西
d5a3678d-33a9-5da5-bfe0-3e343eeb24ab	贵阳	贵州
a4090fb8-59a6-5735-972f-45a175e29b7d	贺州	广西
9b765c4c-f1b1-5e4c-b3df-0ecc5f5f0d29	资阳	四川
d21587d9-79eb-57ea-b106-4e13c3e3af01	赣州	江西
bacdb061-dc48-5d6d-b61e-552c16634b7b	赤峰	内蒙古
3953465f-af90-5a91-9e75-ab60b6e9bd39	辽源	吉林
9977307d-2307-58bf-82a8-2a685099a8c1	辽阳	辽宁
a8ca845b-0c63-506b-b1a2-59b834eba679	达州	四川
b09b5fe3-da91-53b2-8d52-0c068d311f1a	运城	山西
4522ba10-70dc-51de-9b32-2ceca1534aab	连云港	江苏
1a094200-342b-5cd5-98f5-263d29ae8a7a	通化	吉林
4d1c7278-9dea-5a9e-b107-4929104685c0	通辽	内蒙古
da76e70a-774c-580c-93f9-62e23d69f42d	遂宁	四川
4ceec173-afbb-56c5-8a7c-6a1d0a6710ba	遵义	贵州
cbe71193-b198-54a7-b4fe-cedc434074c9	邢台	河北
befcb9ff-a75e-5963-a177-21803aa99a1e	那曲	西藏
48e79958-bc92-5ac6-a68e-30f76c7ba4ff	邯郸	河北
a8e58ec8-b92f-5890-bb56-75e9bb1d15c3	邵阳	湖南
da3a0933-16eb-56a0-9911-eefa6edad967	郑州	河南
4dbe56e9-4530-59b4-8f91-80b4fb17434f	郴州	湖南
25c70ce5-5401-569e-b63e-b2ae7dcda1e6	鄂尔多斯	内蒙古
e0b4399d-3bca-5960-84d4-d85a8ae42fc9	鄂州	湖北
09f47d2e-f25b-5142-95c8-2eadf706ef10	酒泉	甘肃
d88ce193-ca3a-5770-913b-13a872ece3fb	重庆	重庆
23083b61-2f71-536c-89df-96669e9b211c	金华	浙江
63143b34-f2f4-568d-b502-d563032b92bf	金昌	甘肃
c7792f0b-210e-5dc3-a877-a238341ecd69	钦州	广西
a999ec8e-ed73-57b8-bdd6-1aa03ab6879d	铁岭	辽宁
53acf8c0-2833-5ead-aa78-bbb8ae3f6e0e	铜仁	贵州
ec5235c6-ec1e-5bed-95c9-0884d332043e	铜陵	安徽
fe934c10-9946-5b8e-b2ea-038bbe3b011e	银川	宁夏
e1b9383b-d814-555e-ad9e-6cfa39d13f57	锡林郭勒	内蒙古
84ff6cdd-4123-5bf5-ac05-bede887d8968	锦州	辽宁
26ea3dd0-d711-52cd-b1ec-d178fc866159	镇江	江苏
b31467e8-ee25-5af4-b3cb-eb05045f8386	长春	吉林
1ea20e7e-6a17-5531-93e3-302245162382	长沙	湖南
90500a96-3f31-5d31-9a96-5faa885ef329	长治	山西
5fc0ce43-f93e-5d25-b09d-050770717a8b	阜新	辽宁
9cc5d6fd-f065-52da-bf72-9a046c4b31d0	阜阳	安徽
fed5afc7-5e90-5041-82f8-6d34f84a2152	防城港	广西
3053187e-d7c1-59f5-9683-848fead7186b	阳江	广东
43da6d42-7edf-5cae-b4f9-1b6d5f50ca45	阳泉	山西
1b9c196b-3d6e-5e40-b099-2bc0857cd653	阿克苏	新疆
9608805b-bc2c-5f85-a991-08b51546f20a	阿勒泰	新疆
ad002fdf-f610-5839-b724-922ca4111605	阿拉善	内蒙古
83b9aea0-ef17-5ba9-aa2d-7ccbb5056653	陇南	甘肃
b554f0ad-a9ca-5bcf-ac5b-01cede42e37f	随州	湖北
04c895c3-b9a1-5b9e-b43c-ec74e09f2f16	雅安	四川
4799b170-1b20-5f64-a80c-cd7600ddfcdc	青岛	山东
8d0e39c3-4fc1-5846-b8e4-2e547e27168d	鞍山	辽宁
8b822d5c-80f4-5912-977c-1259b6b2148f	韶关	广东
5dfb8f9c-8997-5c78-8980-30a069f90513	香港	香港
18c490cc-fa5d-5e67-b601-45a165485245	马鞍山	安徽
eb780850-c2d0-56fd-951c-295e5251e635	驻马店	河南
bbdd346f-d678-5a67-ac64-d7c2bdbf458c	鸡西	黑龙江
82e3b031-42af-5edb-9906-feae3883f6ca	鹤壁	河南
d9cc8b7d-a1b1-512a-8881-3de9c72815b3	鹤岗	黑龙江
031ffa08-1085-59c7-94a4-2270e930a71b	鹰潭	江西
5d2b0437-28f8-5a8a-afb3-46a8057eec84	黄冈	湖北
4f944b8f-cd24-548b-aaed-fb9fe88f6834	黄山	安徽
505e0c18-36b0-592a-b198-901c9caf3cfd	黄石	湖北
0dcb0dd2-fed6-5479-bc94-1ae2885648e0	黑河	黑龙江
b1dbde35-9276-5fe4-aeae-0447d47d8882	黔东南苗族侗族	贵州
e1d64b9d-2ef0-5bad-a504-6480cab5b7e9	黔南布依族苗族	贵州
fb086de2-8860-55bb-b6bf-97a132475801	黔西南布依族苗族	贵州
6f43cba3-ae73-5f62-a850-6f09c5a9cbed	齐齐哈尔	黑龙江
f2f26070-7585-572a-9a77-bc3a820bf840	龙岩	福建
