name	city	cityId
东戌	邯郸	48e79958-bc92-5ac6-a68e-30f76c7ba4ff
东戴河	葫芦岛	479a31e5-8200-512a-bb35-6a18eb5d3381
东方	海南省-自治区直辖县级行政区划	80f8a3af-31a2-5797-89f4-0ca9906b3527
东方红	鸡西	bbdd346f-d678-5a67-ac64-d7c2bdbf458c
东明县	菏泽	0a628620-619e-543e-a2a5-5de8e87f9fab
东明村	通辽	4d1c7278-9dea-5a9e-b107-4929104685c0
东来	通辽	4d1c7278-9dea-5a9e-b107-4929104685c0
东津	绥化	0e7d75da-cbab-57de-836f-26fa268a6aa0
东海	鸡西	bbdd346f-d678-5a67-ac64-d7c2bdbf458c
东海县	连云港	4522ba10-70dc-51de-9b32-2ceca1534aab
东淤地	忻州	ed61505e-53e3-5987-9c3c-ff6c115c5dfe
东港北	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
东湾	白银	5ae360de-1ce6-5f71-b372-2a5bb6dfa7d0
东胜	鄂尔多斯	25c70ce5-5401-569e-b63e-b2ae7dcda1e6
东胜东	鄂尔多斯	25c70ce5-5401-569e-b63e-b2ae7dcda1e6
东胜西	鄂尔多斯	25c70ce5-5401-569e-b63e-b2ae7dcda1e6
东至	池州	4afffc95-f576-5afb-8283-83c4b8e46c0f
东莞	东莞	99c9e005-5dce-5d85-b5bb-e7c2d4172798
东莞东	东莞	99c9e005-5dce-5d85-b5bb-e7c2d4172798
东营	东营	dcb13d7a-4242-512d-a8fc-fd542639f42c
东营南	东营	dcb13d7a-4242-512d-a8fc-fd542639f42c
东辛庄	葫芦岛	479a31e5-8200-512a-bb35-6a18eb5d3381
东边井	绥化	0e7d75da-cbab-57de-836f-26fa268a6aa0
东通化	通化	1a094200-342b-5cd5-98f5-263d29ae8a7a
东镇	运城	b09b5fe3-da91-53b2-8d52-0c068d311f1a
两家	白城	e14d63c8-cbb6-5e52-a095-a4ef127366ce
两当	陇南	83b9aea0-ef17-5ba9-aa2d-7ccbb5056653
中华门	南京	1428577a-a311-5d57-ad3f-bafb7795b063
中卫	中卫	53a49e05-84a2-5b55-a0e8-04fc4f1e06a0
中和	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
中宁	中卫	53a49e05-84a2-5b55-a0e8-04fc4f1e06a0
中宁东	中卫	53a49e05-84a2-5b55-a0e8-04fc4f1e06a0
中宁南	中卫	53a49e05-84a2-5b55-a0e8-04fc4f1e06a0
中寨	曲靖	4cb0d11a-5a5c-58ea-ac8b-48c704fe9165
中山	中山	53490542-fe11-5f25-b1d5-999d3cb6ab20
中山北	中山	53490542-fe11-5f25-b1d5-999d3cb6ab20
中川机场	兰州	bd27f707-3a10-57bb-9faa-65fe4925eae9
中牟	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
丰乐镇	双鸭山	ee666d59-ca38-57dd-847c-b8b34211c9d2
丰城	宜春	ea93c114-b902-53e5-b7e6-42a0562b1615
丰城南	宜春	ea93c114-b902-53e5-b7e6-42a0562b1615
丰水村	兰州	bd27f707-3a10-57bb-9faa-65fe4925eae9
丰都	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
丰镇	乌兰察布	538e3cf0-c4bd-52b4-8098-ff9f454cd73b
丰顺	梅州	c60b2d82-6f6e-524c-9f58-d45d0898bdbc
临城	邢台	cbe71193-b198-54a7-b4fe-cedc434074c9
临川	抚州	9c042cb6-f769-522c-8a7f-c7fcf217a16a
临江	白山	10c1360c-3b27-5353-80e9-1168e448f76b
临汾	临汾	89d8ba5f-38cb-517d-9fac-8130b0cc5132
临汾西	临汾	89d8ba5f-38cb-517d-9fac-8130b0cc5132
临沂	临沂	8dbbad97-ddec-5fb6-b999-86fdcda31e8c
临沂东	临沂	8dbbad97-ddec-5fb6-b999-86fdcda31e8c
临河	巴彦淖尔	8cc2d64c-8db5-52e8-89a9-3deb446183e7
临泽	张掖	b8a283bc-8782-595d-99b6-96d732092f17
临泽南	张掖	b8a283bc-8782-595d-99b6-96d732092f17
临海	台州	e23ecf48-5dc8-5392-b5b7-53638dcc662b
临淄北	淄博	81d21174-d65d-5029-ac11-a6ec748bcb56
临清	聊城	7e856ec4-4cb9-539e-9ddc-81a65ae2528f
临湘	岳阳	696dc68f-8057-5a31-9cf4-db3345101dcc
临澧	常德	748efe7a-f040-522b-84b1-d604c711c862
临西	邢台	cbe71193-b198-54a7-b4fe-cedc434074c9
临邑	德州	8d09dcad-9ad8-5b36-8182-040ed9695486
临颍	漯河	730680c4-fe64-51fa-8fe1-8cf743ce213b
临高南	海南省-自治区直辖县级行政区划	80f8a3af-31a2-5797-89f4-0ca9906b3527
丹东	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
丹东西	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
丹凤	商洛	d3216e21-c962-55ac-86e7-05bbae9e0bbf
丹徒	镇江	26ea3dd0-d711-52cd-b1ec-d178fc866159
丹阳	镇江	26ea3dd0-d711-52cd-b1ec-d178fc866159
丹阳北	镇江	26ea3dd0-d711-52cd-b1ec-d178fc866159
丹霞山	韶关	8b822d5c-80f4-5912-977c-1259b6b2148f
丽水	丽水	77fb924d-9f21-519c-9e09-09e045fcb6fd
丽江	丽江	572d76a9-ea01-5bdb-8cf8-82dcb8a11941
乃林	赤峰	bacdb061-dc48-5d6d-b61e-552c16634b7b
义乌	金华	23083b61-2f71-536c-89df-96669e9b211c
义县	锦州	84ff6cdd-4123-5bf5-ac05-bede887d8968
义县西	锦州	84ff6cdd-4123-5bf5-ac05-bede887d8968
义马	三门峡	8fde4cf4-09c0-5d8c-8835-89ab2a3c44e4
乌伊岭	伊春	bb3a809d-181e-5668-b712-26a387ae2710
乌兰哈达	乌兰察布	538e3cf0-c4bd-52b4-8098-ff9f454cd73b
乌兰察布	乌兰察布	538e3cf0-c4bd-52b4-8098-ff9f454cd73b
乌兰木图	阜新	5fc0ce43-f93e-5d25-b09d-050770717a8b
乌兰浩特	兴安	bfa75c64-1f96-5d86-93d7-116cc73b9794
乌奴耳	呼伦贝尔	b226141a-f415-5c10-906b-92f634623aef
乌尔旗汗	呼伦贝尔	b226141a-f415-5c10-906b-92f634623aef
乌拉山	巴彦淖尔	8cc2d64c-8db5-52e8-89a9-3deb446183e7
乌拉特前旗	巴彦淖尔	8cc2d64c-8db5-52e8-89a9-3deb446183e7
乌海	乌海	643b9750-37f4-5e47-aded-99d4da10a395
乌海西	乌海	643b9750-37f4-5e47-aded-99d4da10a395
乌苏	塔城	b316bc3a-fb03-51a3-bcfe-58323b930029
乌西	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
乌鲁木齐	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
乌鲁木齐南	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
乌龙泉南	武汉	39d1951e-19c0-579d-b912-a178b69ae641
乐东	海南省-自治区直辖县级行政区划	80f8a3af-31a2-5797-89f4-0ca9906b3527
乐善村	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
乐山	乐山	13109359-3236-52fd-9a9f-9e76690620ed
乐山北	乐山	13109359-3236-52fd-9a9f-9e76690620ed
乐平市	景德镇	b4711d9f-7abd-5995-b64a-8a90de869b08
乐昌	韶关	8b822d5c-80f4-5912-977c-1259b6b2148f
乐昌东	韶关	8b822d5c-80f4-5912-977c-1259b6b2148f
乐清	温州	50b0f1f1-ae3c-50d8-b828-6ea31fcb7b2c
乐都	海东	6733da34-7435-51a3-a1c9-8fa96045f477
乐都南	海东	6733da34-7435-51a3-a1c9-8fa96045f477
乔庄东	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
九三	黑河	0dcb0dd2-fed6-5479-bc94-1ae2885648e0
九台	长春	b31467e8-ee25-5af4-b3cb-eb05045f8386
九台南	长春	b31467e8-ee25-5af4-b3cb-eb05045f8386
九江	九江	85b0a9b1-7dfe-51b9-93f4-9ab616e19c78
九郎山	株洲	30094f44-11f9-56d8-a8e5-d963c4f22c59
乳山	威海	7c6ca8a3-1b6e-53b3-9593-e023e406b521
乾县	咸阳	74af60de-943f-5954-b526-a489f74e16e2
乾安	松原	68f42d61-6c23-57d6-8f79-7724e284450d
二密河	通化	1a094200-342b-5cd5-98f5-263d29ae8a7a
二营	固原	74e54c34-05fe-5fb4-b2ee-e0ca5e02a125
二连	锡林郭勒	e1b9383b-d814-555e-ad9e-6cfa39d13f57
二道沟门	承德	1373316a-cb1a-509b-a6cb-e5f1a2a6ecf8
二道湾	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
二龙	赤峰	bacdb061-dc48-5d6d-b61e-552c16634b7b
二龙山屯	黑河	0dcb0dd2-fed6-5479-bc94-1ae2885648e0
于都	赣州	d21587d9-79eb-57ea-b106-4e13c3e3af01
云东海	佛山	d2e9a26d-707e-56db-ade0-f21d0bfed603
云南驿	大理白族	e2af5f9e-677d-5526-9b77-277a62e93ef6
云居寺	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
云山	惠州	ae2a75aa-b0aa-505b-8a7c-0f96deec2b94
云彩岭	大同	424cbf4a-06ec-5433-81aa-98da238c1bd6
云梦	孝感	93f810f1-261b-5437-bae7-2dd3b8334c1f
云浮东	云浮	a2915f8f-7ec5-55a8-8f05-7a0a0c854eb3
云霄	漳州	9b9ffe33-2ce6-5729-aa92-bc1ed783a1b0
五五	克拉玛依	f722dc4d-0c83-5ec4-a398-c5258651a6c2
五原	巴彦淖尔	8cc2d64c-8db5-52e8-89a9-3deb446183e7
五叉沟	兴安	bfa75c64-1f96-5d86-93d7-116cc73b9794
五台山	忻州	ed61505e-53e3-5987-9c3c-ff6c115c5dfe
五大连池	黑河	0dcb0dd2-fed6-5479-bc94-1ae2885648e0
五女山	本溪	55e49af1-7f97-5557-8cc5-457c319f926d
五家	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
五寨	忻州	ed61505e-53e3-5987-9c3c-ff6c115c5dfe
五常	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
五府山	上饶	be78b24d-5f03-54e8-ba02-a40bac892ba8
五棵树	长春	b31467e8-ee25-5af4-b3cb-eb05045f8386
五莲	日照	bf8c5a46-a1fd-5bcd-a014-e39bbf83b452
五营	伊春	bb3a809d-181e-5668-b712-26a387ae2710
五通	桂林	fae9a80c-663e-5b46-97df-edfaeec36405
五道沟	通化	1a094200-342b-5cd5-98f5-263d29ae8a7a
五道河	承德	1373316a-cb1a-509b-a6cb-e5f1a2a6ecf8
五龙背	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
五龙背东	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
井冈山	吉安	de510646-1a63-526b-b027-ec0baff08e1e
井南	石家庄	a140ced1-fdf8-5d24-90ce-ed8e98801e07
井店	邯郸	48e79958-bc92-5ac6-a68e-30f76c7ba4ff
井陉	石家庄	a140ced1-fdf8-5d24-90ce-ed8e98801e07
亚布力	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
亚布力南	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
亚布力西	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
亚龙湾	三亚	06efca87-4a90-5ff3-ad74-4b233093f3b5
交城	吕梁	31702d3b-f41d-56da-8798-56c96ad5564b
京山	荆门	ae491ecf-3ce4-5303-a846-e15c8c1ffd56
亭亮	崇左	39df15f2-48dc-5feb-95fe-5e7ee7de8557
亮甲店	大连	675e944d-5945-56d5-bb53-8fc64015687c
亳州	亳州	97c20aa6-46ff-563c-814b-f065f38448af
什里店	邯郸	48e79958-bc92-5ac6-a68e-30f76c7ba4ff
仁布	日喀则	c7aed649-1164-5046-93e0-ddf7b78094db
介休	晋中	d1770fa1-ddfb-5a11-b443-0aa2d0735ac7
介休东	晋中	d1770fa1-ddfb-5a11-b443-0aa2d0735ac7
从江	黔东南苗族侗族	b1dbde35-9276-5fe4-aeae-0447d47d8882
仙人桥	白山	10c1360c-3b27-5353-80e9-1168e448f76b
仙林	南京	1428577a-a311-5d57-ad3f-bafb7795b063
仙桃西	湖北省-自治区直辖县级行政区划	9351d7fb-08f0-5364-8d20-02c17b66bafd
仙游	莆田	9e05412b-919d-5fdc-9d5f-05615ef6c782
代县	忻州	ed61505e-53e3-5987-9c3c-ff6c115c5dfe
仪征	扬州	4ed456e6-c468-59f4-a0f9-b8714127ce37
仲恺	惠州	ae2a75aa-b0aa-505b-8a7c-0f96deec2b94
任丘	沧州	22edba49-72d1-55ee-b30d-bb49f3bfea5e
伊图里河	呼伦贝尔	b226141a-f415-5c10-906b-92f634623aef
伊宁	伊犁哈萨克	51830e2b-c121-52be-9aec-a5fb2338e485
伊宁东	伊犁哈萨克	51830e2b-c121-52be-9aec-a5fb2338e485
伊尔施	兴安	bfa75c64-1f96-5d86-93d7-116cc73b9794
伊拉哈	黑河	0dcb0dd2-fed6-5479-bc94-1ae2885648e0
伊敏	呼伦贝尔	b226141a-f415-5c10-906b-92f634623aef
伊春	伊春	bb3a809d-181e-5668-b712-26a387ae2710
伊林	牡丹江	07e0ad42-924a-5614-9eb8-00237a1bde8b
伊通	四平	17007ac4-741f-5ccc-bd0f-9be21362b267
会同	怀化	20d49eef-b4ae-585a-b42e-e2e3ce505f96
会昌北	赣州	d21587d9-79eb-57ea-b106-4e13c3e3af01
低庄	怀化	20d49eef-b4ae-585a-b42e-e2e3ce505f96
低窝铺	酒泉	09f47d2e-f25b-5142-95c8-2eadf706ef10
余姚	宁波	bd7fdf9a-5054-50f0-af3c-5b61adf62845
余姚北	宁波	bd7fdf9a-5054-50f0-af3c-5b61adf62845
余杭	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
余江	鹰潭	031ffa08-1085-59c7-94a4-2270e930a71b
余粮堡	通辽	4d1c7278-9dea-5a9e-b107-4929104685c0
佛坪	汉中	60336a4c-c384-5380-83d0-05e687856f4e
佛山	佛山	d2e9a26d-707e-56db-ade0-f21d0bfed603
佛山西	佛山	d2e9a26d-707e-56db-ade0-f21d0bfed603
佳木斯	佳木斯	c6f2638c-2ad9-5c3b-a5c1-db1124e559f3
佳木斯西	佳木斯	c6f2638c-2ad9-5c3b-a5c1-db1124e559f3
依兰	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
依安	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
侯马	临汾	89d8ba5f-38cb-517d-9fac-8130b0cc5132
侯马西	临汾	89d8ba5f-38cb-517d-9fac-8130b0cc5132
保定	保定	2accd732-552a-52e1-9da1-53ba89f40290
保定东	保定	2accd732-552a-52e1-9da1-53ba89f40290
保康	通辽	4d1c7278-9dea-5a9e-b107-4929104685c0
信丰	赣州	d21587d9-79eb-57ea-b106-4e13c3e3af01
信宜	茂名	5dbb2857-7e2d-5fc1-a5a3-a15fc3139d0e
信阳	信阳	605c11d4-ccde-5cdc-82df-473f8da9ba08
信阳东	信阳	605c11d4-ccde-5cdc-82df-473f8da9ba08
修文县	贵阳	d5a3678d-33a9-5da5-bfe0-3e343eeb24ab
修武	焦作	08847375-9e81-5b8a-8d49-1a91aa7f8189
修武西	焦作	08847375-9e81-5b8a-8d49-1a91aa7f8189
倭肯	七台河	0c2c9673-b879-5503-8052-7042d2aada05
偃师	洛阳	a6320a2f-3417-5a73-871d-5ac5cddd2e04
偏岭	本溪	55e49af1-7f97-5557-8cc5-457c319f926d
偏店	邯郸	48e79958-bc92-5ac6-a68e-30f76c7ba4ff
元宝山	赤峰	bacdb061-dc48-5d6d-b61e-552c16634b7b
元氏	石家庄	a140ced1-fdf8-5d24-90ce-ed8e98801e07
元谋	楚雄彝族	d0a2377f-5995-58b0-9203-16a1f7f250e4
先锋	长沙	1ea20e7e-6a17-5531-93e3-302245162382
光山	信阳	605c11d4-ccde-5cdc-82df-473f8da9ba08
光明城	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
光泽	南平	255dd78d-c678-5b33-bc96-e3e2a3b84ce8
克一河	呼伦贝尔	b226141a-f415-5c10-906b-92f634623aef
克东	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
克山	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
克拉玛依	克拉玛依	f722dc4d-0c83-5ec4-a398-c5258651a6c2
免渡河	呼伦贝尔	b226141a-f415-5c10-906b-92f634623aef
兑镇	吕梁	31702d3b-f41d-56da-8798-56c96ad5564b
兖州	济宁	c1239aa9-60e9-5d8e-a9ed-9224397b450b
全州南	桂林	fae9a80c-663e-5b46-97df-edfaeec36405
全椒	滁州	3f171fe4-2435-50d2-8f74-1a2c87bd5be1
八仙筒	通辽	4d1c7278-9dea-5a9e-b107-4929104685c0
八方山	长沙	1ea20e7e-6a17-5531-93e3-302245162382
八步	毕节	1ec19191-4fe4-5a4a-8aa9-8af814791c94
八角台	锦州	84ff6cdd-4123-5bf5-ac05-bede887d8968
八达岭	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
八里甸子	本溪	55e49af1-7f97-5557-8cc5-457c319f926d
八面城	铁岭	a999ec8e-ed73-57b8-bdd6-1aa03ab6879d
八面通	牡丹江	07e0ad42-924a-5614-9eb8-00237a1bde8b
公主岭	长春	b31467e8-ee25-5af4-b3cb-eb05045f8386
公主岭南	长春	b31467e8-ee25-5af4-b3cb-eb05045f8386
公庙子	巴彦淖尔	8cc2d64c-8db5-52e8-89a9-3deb446183e7
公营子	朝阳	11b88395-569a-5731-9cbb-52e13af3e45d
六合	南京	1428577a-a311-5d57-ad3f-bafb7795b063
六合镇	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
六安	六安	0f3a207e-f721-503a-8b48-0efbf75fd429
六枝	六盘水	56052d4c-5b32-550a-a748-dec9d9e30fba
六盘山	固原	74e54c34-05fe-5fb4-b2ee-e0ca5e02a125
六盘水	六盘水	56052d4c-5b32-550a-a748-dec9d9e30fba
六道河子	承德	1373316a-cb1a-509b-a6cb-e5f1a2a6ecf8
兰岗	牡丹江	07e0ad42-924a-5614-9eb8-00237a1bde8b
兰州	兰州	bd27f707-3a10-57bb-9faa-65fe4925eae9
兰州东	兰州	bd27f707-3a10-57bb-9faa-65fe4925eae9
兰州新区	兰州	bd27f707-3a10-57bb-9faa-65fe4925eae9
兰州西	兰州	bd27f707-3a10-57bb-9faa-65fe4925eae9
兰棱	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
兰溪	金华	23083b61-2f71-536c-89df-96669e9b211c
兰考	开封	2a141a53-d5b6-5b31-9b2e-5bcc8f28935d
兰考南	开封	2a141a53-d5b6-5b31-9b2e-5bcc8f28935d
兰陵北	临沂	8dbbad97-ddec-5fb6-b999-86fdcda31e8c
共青城	九江	85b0a9b1-7dfe-51b9-93f4-9ab616e19c78
关岭	安顺	1cd98665-5b4a-53d8-8dbc-93edd79eaf73
关林	洛阳	a6320a2f-3417-5a73-871d-5ac5cddd2e04
兴业	玉林	f64b82d9-0165-57dc-b94d-c9023840f415
兴义	黔西南布依族苗族	fb086de2-8860-55bb-b6bf-97a132475801
兴凯	鸡西	bbdd346f-d678-5a67-ac64-d7c2bdbf458c
兴和西	乌兰察布	538e3cf0-c4bd-52b4-8098-ff9f454cd73b
兴国	赣州	d21587d9-79eb-57ea-b106-4e13c3e3af01
兴城	葫芦岛	479a31e5-8200-512a-bb35-6a18eb5d3381
兴宁	梅州	c60b2d82-6f6e-524c-9f58-d45d0898bdbc
兴安	桂林	fae9a80c-663e-5b46-97df-edfaeec36405
兴安北	桂林	fae9a80c-663e-5b46-97df-edfaeec36405
兴平	咸阳	74af60de-943f-5954-b526-a489f74e16e2
兴泉堡	白银	5ae360de-1ce6-5f71-b372-2a5bb6dfa7d0
兴隆县	承德	1373316a-cb1a-509b-a6cb-e5f1a2a6ecf8
兴隆店	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
兴隆镇	哈尔滨	bf1d85eb-9c0b-5b3f-93c3-8fe4cbe5d4f5
内乡	南阳	197af260-ee95-5f62-9f8f-5e44b4799635
内江	内江	d6acbe2b-b25e-5d1c-b0db-a0e879de2cb2
内江北	内江	d6acbe2b-b25e-5d1c-b0db-a0e879de2cb2
册亨	黔西南布依族苗族	fb086de2-8860-55bb-b6bf-97a132475801
冕宁	凉山彝族	316c65a2-f1b8-5f10-b44a-2508e62c5550
军粮城北	天津	cf07e639-6495-564c-b025-0860e87656b8
农安	长春	b31467e8-ee25-5af4-b3cb-eb05045f8386
冠豸山	龙岩	f2f26070-7585-572a-9a77-bc3a820bf840
冯屯	齐齐哈尔	6f43cba3-ae73-5f62-a850-6f09c5a9cbed
冷水江东	娄底	33921910-b5d7-5981-989d-a02a31832746
准东	昌吉回族	f5ae0f07-c8d5-5dbb-b319-96988fd28d98
准格尔	鄂尔多斯	25c70ce5-5401-569e-b63e-b2ae7dcda1e6
凌海	锦州	84ff6cdd-4123-5bf5-ac05-bede887d8968
凌源	朝阳	11b88395-569a-5731-9cbb-52e13af3e45d
凌源东	朝阳	11b88395-569a-5731-9cbb-52e13af3e45d
凤凰城	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
凤凰机场	三亚	06efca87-4a90-5ff3-ad74-4b233093f3b5
凤县	宝鸡	c6afff40-c575-544b-979b-b9293bd5db9e
凤城东	丹东	6bd1b27d-1504-544e-bfc1-00cdb64f2464
凤州	宝鸡	c6afff40-c575-544b-979b-b9293bd5db9e
凤阳	滁州	3f171fe4-2435-50d2-8f74-1a2c87bd5be1
凭祥	崇左	39df15f2-48dc-5feb-95fe-5e7ee7de8557
凯里	黔东南苗族侗族	b1dbde35-9276-5fe4-aeae-0447d47d8882
凯里南	黔东南苗族侗族	b1dbde35-9276-5fe4-aeae-0447d47d8882
