type	departureCityId	arrivalCityId	departureStationCode	departureTerminalName	arrivalStationCode	arrivalTerminalName	departureDateTime	arrivalDateTime	carrier	code	seatClass	price	remainingSeats	totalSeats	departureStationName	arrivalStationName
TRAIN	C039	C210					2026-05-01T13:42:00	2026-05-02T00:45:00	中国铁路	G1048	二等座	780	22	22	北京南站	珠海站
TRAIN	C039	C179					2026-05-01T14:11:00	2026-05-01T18:16:00	中国铁路	G1049	二等座	315	23	23	北京南站	洛阳龙门站
TRAIN	C039	C077					2026-05-01T14:40:00	2026-05-01T16:30:00	中国铁路	G1050	二等座	165	24	24	北京南站	大同南站
TRAIN	C039	C070					2026-05-01T15:38:00	2026-05-02T10:29:00	中国铁路	G1052	二等座	1305	26	26	北京南站	喀什站
TRAIN	C039	C056					2026-05-01T16:07:00	2026-05-02T04:49:00	中国铁路	G1053	二等座	895	27	27	北京南站	吐鲁番北站
TRAIN	C039	C292					2026-05-01T16:36:00	2026-05-02T06:00:00	中国铁路	G1054	二等座	940	28	28	北京南站	阿勒泰站
TRAIN	C039	C222					2026-05-01T17:05:00	2026-05-01T18:58:00	中国铁路	G1055	二等座	115	29	29	北京南站	秦皇岛站
TRAIN	C039	C084					2026-05-01T17:34:00	2026-05-01T21:01:00	中国铁路	G1056	二等座	220	30	30	北京南站	威海站
TRAIN	C039	C176					2026-05-01T18:03:00	2026-05-02T03:31:00	中国铁路	G1057	二等座	625	31	31	北京南站	泉州站
TRAIN	C039	C129					2026-05-01T18:32:00	2026-05-01T23:40:00	中国铁路	G1058	二等座	335	32	32	北京南站	扬州东站
TRAIN	C039	C071					2026-05-01T19:01:00	2026-05-02T01:18:00	中国铁路	G1059	二等座	415	33	33	北京南站	嘉兴南站
TRAIN	C039	C040					2026-05-01T19:30:00	2026-05-02T07:32:00	中国铁路	G1060	二等座	800	34	34	北京南站	北海站
TRAIN	C039	C147					2026-05-01T19:59:00	2026-05-02T02:46:00	中国铁路	G1061	二等座	450	35	35	北京南站	景德镇北站
TRAIN	C039	C127					2026-05-01T06:26:00	2026-05-01T16:56:00	中国铁路	G1064	二等座	700	7	7	北京南站	惠州北站
TRAIN	C039	C205					2026-05-01T07:24:00	2026-05-01T10:35:00	中国铁路	G1066	二等座	215	9	9	北京南站	烟台站
TRAIN	C039	C025					2026-05-01T07:53:00	2026-05-01T18:32:00	中国铁路	G1067	二等座	715	10	10	北京南站	佛山西站
TRAIN	C039	C192					2026-05-01T08:51:00	2026-05-01T16:41:00	中国铁路	G1069	二等座	530	12	12	北京南站	温州南站
TRAIN	C005	C082					2026-05-01T10:18:00	2026-05-01T15:51:00	中国铁路	G1072	二等座	380	15	15	上海虹桥站	天津西站
TRAIN	C005	C272					2026-05-01T10:47:00	2026-05-01T18:57:00	中国铁路	G1073	二等座	555	16	16	上海虹桥站	重庆北站
TRAIN	C005	C220					2026-05-01T11:16:00	2026-05-01T17:00:00	中国铁路	G1074	二等座	395	17	17	上海虹桥站	石家庄站
TRAIN	C005	C083					2026-05-01T11:45:00	2026-05-01T18:05:00	中国铁路	G1075	二等座	435	18	18	上海虹桥站	太原南站
TRAIN	C005	C061					2026-05-01T12:14:00	2026-05-01T20:04:00	中国铁路	G1076	二等座	535	19	19	上海虹桥站	呼和浩特东站
TRAIN	C005	C172					2026-05-01T12:43:00	2026-05-01T19:31:00	中国铁路	G1077	二等座	470	20	20	上海虹桥站	沈阳北站
TRAIN	C005	C283					2026-05-01T13:12:00	2026-05-01T21:22:00	中国铁路	G1078	二等座	560	21	21	上海虹桥站	长春西站
TRAIN	C005	C066					2026-05-01T13:41:00	2026-05-01T23:07:00	中国铁路	G1079	二等座	645	22	22	上海虹桥站	哈尔滨西站
TRAIN	C005	C042					2026-05-01T14:10:00	2026-05-01T16:02:00	中国铁路	G1080	二等座	140	23	23	上海虹桥站	南京南站
TRAIN	C005	C153					2026-05-01T14:39:00	2026-05-01T15:57:00	中国铁路	G1081	二等座	105	24	24	上海虹桥站	杭州东站
TRAIN	C005	C053					2026-05-01T15:08:00	2026-05-01T17:44:00	中国铁路	G1082	二等座	190	25	25	上海虹桥站	合肥南站
TRAIN	C005	C221					2026-05-01T15:37:00	2026-05-01T19:19:00	中国铁路	G1083	二等座	265	26	26	上海虹桥站	福州南站
TRAIN	C005	C046					2026-05-01T16:06:00	2026-05-01T19:48:00	中国铁路	G1084	二等座	265	27	27	上海虹桥站	南昌西站
TRAIN	C005	C180					2026-05-01T16:35:00	2026-05-01T20:56:00	中国铁路	G1085	二等座	310	28	28	上海虹桥站	济南西站
TRAIN	C005	C267					2026-05-01T17:04:00	2026-05-01T21:56:00	中国铁路	G1086	二等座	345	29	29	上海虹桥站	郑州东站
TRAIN	C005	C164					2026-05-01T17:33:00	2026-05-01T21:40:00	中国铁路	G1087	二等座	300	30	30	上海虹桥站	武汉站
TRAIN	C005	C284					2026-05-01T18:02:00	2026-05-01T23:14:00	中国铁路	G1088	二等座	370	31	31	上海虹桥站	长沙南站
TRAIN	C005	C112					2026-05-01T18:31:00	2026-05-02T01:27:00	中国铁路	G1089	二等座	490	32	32	上海虹桥站	广州南站
TRAIN	C005	C044					2026-05-01T19:00:00	2026-05-02T04:00:00	中国铁路	G1090	二等座	630	33	33	上海虹桥站	南宁东站
TRAIN	C005	C184					2026-05-01T19:29:00	2026-05-02T04:55:00	中国铁路	G1091	二等座	660	34	34	上海虹桥站	海口东站
TRAIN	C005	C128					2026-05-01T19:58:00	2026-05-02T05:19:00	中国铁路	G1092	二等座	655	35	35	上海虹桥站	成都东站
TRAIN	C005	C249					2026-05-01T20:27:00	2026-05-02T05:05:00	中国铁路	G1093	二等座	605	5	5	上海虹桥站	贵阳北站
TRAIN	C005	C142					2026-05-01T05:56:00	2026-05-01T16:54:00	中国铁路	G1094	二等座	765	6	6	上海虹桥站	昆明南站
TRAIN	C005	C133					2026-05-01T06:25:00	2026-05-01T22:26:00	中国铁路	G1095	二等座	1100	7	7	上海虹桥站	拉萨站
TRAIN	C005	C246					2026-05-01T06:54:00	2026-05-01T13:53:00	中国铁路	G1096	二等座	500	8	8	上海虹桥站	西安北站
TRAIN	C005	C034					2026-05-01T07:23:00	2026-05-01T17:02:00	中国铁路	G1097	二等座	680	9	9	上海虹桥站	兰州西站
TRAIN	C005	C245					2026-05-01T07:52:00	2026-05-01T18:33:00	中国铁路	G1098	二等座	750	10	10	上海虹桥站	西宁站
TRAIN	C005	C279					2026-05-01T08:21:00	2026-05-01T17:24:00	中国铁路	G1099	二等座	640	11	11	上海虹桥站	银川站
TRAIN	C005	C018					2026-05-01T08:50:00	2026-05-02T02:49:00	中国铁路	G1100	二等座	1240	12	12	上海虹桥站	乌鲁木齐站
TRAIN	C005	C300					2026-05-01T09:19:00	2026-05-01T16:20:00	中国铁路	G1101	二等座	505	13	13	上海虹桥站	香港西九龙站
TRAIN	C005	C190					2026-05-01T10:46:00	2026-05-01T17:42:00	中国铁路	G1104	二等座	505	16	16	上海虹桥站	深圳北站
TRAIN	C005	C050					2026-05-01T11:15:00	2026-05-01T16:05:00	中国铁路	G1105	二等座	365	17	17	上海虹桥站	厦门北站
TRAIN	C005	C297					2026-05-01T11:44:00	2026-05-01T15:06:00	中国铁路	G1106	二等座	265	18	18	上海虹桥站	青岛北站
TRAIN	C005	C080					2026-05-01T12:13:00	2026-05-01T17:14:00	中国铁路	G1107	二等座	375	19	19	上海虹桥站	大连北站
TRAIN	C005	C088					2026-05-01T12:42:00	2026-05-01T13:56:00	中国铁路	G1108	二等座	125	20	20	上海虹桥站	宁波站
TRAIN	C005	C139					2026-05-01T13:40:00	2026-05-01T14:42:00	中国铁路	G1110	二等座	60	22	22	上海虹桥站	无锡站
TRAIN	C005	C158					2026-05-01T14:09:00	2026-05-01T21:27:00	中国铁路	G1111	二等座	480	23	23	上海虹桥站	桂林北站
TRAIN	C005	C002					2026-05-01T14:38:00	2026-05-02T01:09:00	中国铁路	G1112	二等座	695	24	24	上海虹桥站	三亚站
TRAIN	C005	C119					2026-05-01T15:07:00	2026-05-01T21:21:00	中国铁路	G1113	二等座	410	25	25	上海虹桥站	张家界西站
TRAIN	C005	C015					2026-05-01T15:36:00	2026-05-02T03:24:00	中国铁路	G1114	二等座	785	26	26	上海虹桥站	丽江站
TRAIN	C005	C308					2026-05-01T16:34:00	2026-05-01T18:50:00	中国铁路	G1116	二等座	150	28	28	上海虹桥站	黄山北站
TRAIN	C005	C210					2026-05-01T17:32:00	2026-05-02T00:46:00	中国铁路	G1118	二等座	480	30	30	上海虹桥站	珠海站
TRAIN	C005	C179					2026-05-01T18:01:00	2026-05-01T23:23:00	中国铁路	G1119	二等座	360	31	31	上海虹桥站	洛阳龙门站
TRAIN	C005	C077					2026-05-01T18:30:00	2026-05-02T01:31:00	中国铁路	G1120	二等座	470	32	32	上海虹桥站	大同南站
TRAIN	C005	C070					2026-05-01T19:28:00	2026-05-02T18:21:00	中国铁路	G1122	二等座	1535	34	34	上海虹桥站	喀什站
TRAIN	C005	C056					2026-05-01T19:57:00	2026-05-02T13:09:00	中国铁路	G1123	二等座	1155	35	35	上海虹桥站	吐鲁番北站
TRAIN	C005	C292					2026-05-01T20:26:00	2026-05-02T14:56:00	中国铁路	G1124	二等座	1245	5	5	上海虹桥站	阿勒泰站
TRAIN	C005	C222					2026-05-01T05:55:00	2026-05-01T11:37:00	中国铁路	G1125	二等座	385	6	6	上海虹桥站	秦皇岛站
TRAIN	C005	C084					2026-05-01T06:24:00	2026-05-01T10:35:00	中国铁路	G1126	二等座	285	7	7	上海虹桥站	威海站
TRAIN	C005	C176					2026-05-01T06:53:00	2026-05-01T11:23:00	中国铁路	G1127	二等座	310	8	8	上海虹桥站	泉州站
TRAIN	C005	C129					2026-05-01T07:22:00	2026-05-01T09:02:00	中国铁路	G1128	二等座	120	9	9	上海虹桥站	扬州东站
TRAIN	C005	C071					2026-05-01T07:51:00	2026-05-01T08:44:00	中国铁路	G1129	二等座	70	10	10	上海虹桥站	嘉兴南站
TRAIN	C005	C040					2026-05-01T08:20:00	2026-05-01T17:33:00	中国铁路	G1130	二等座	630	11	11	上海虹桥站	北海站
TRAIN	C005	C147					2026-05-01T08:49:00	2026-05-01T11:44:00	中国铁路	G1131	二等座	205	12	12	上海虹桥站	景德镇北站
TRAIN	C005	C127					2026-05-01T10:16:00	2026-05-01T16:49:00	中国铁路	G1134	二等座	450	15	15	上海虹桥站	惠州北站
TRAIN	C005	C205					2026-05-01T11:14:00	2026-05-01T15:22:00	中国铁路	G1136	二等座	295	17	17	上海虹桥站	烟台站
TRAIN	C005	C025					2026-05-01T11:43:00	2026-05-01T18:45:00	中国铁路	G1137	二等座	490	18	18	上海虹桥站	佛山西站
TRAIN	C082	C039					2026-05-01T13:10:00	2026-05-01T14:12:00	中国铁路	G1140	二等座	90	21	21	天津西站	北京南站
TRAIN	C082	C005					2026-05-01T13:39:00	2026-05-01T19:12:00	中国铁路	G1141	二等座	395	22	22	天津西站	上海虹桥站
TRAIN	C082	C272					2026-05-01T14:37:00	2026-05-01T22:46:00	中国铁路	G1143	二等座	570	24	24	天津西站	重庆北站
TRAIN	C082	C220					2026-05-01T15:06:00	2026-05-01T16:55:00	中国铁路	G1144	二等座	145	25	25	天津西站	石家庄站
TRAIN	C082	C083					2026-05-01T15:35:00	2026-05-01T18:18:00	中国铁路	G1145	二等座	205	26	26	天津西站	太原南站
TRAIN	C082	C061					2026-05-01T16:04:00	2026-05-01T19:12:00	中国铁路	G1146	二等座	235	27	27	天津西站	呼和浩特东站
TRAIN	C082	C172					2026-05-01T16:33:00	2026-05-01T20:14:00	中国铁路	G1147	二等座	275	28	28	天津西站	沈阳北站
TRAIN	C082	C283					2026-05-01T17:02:00	2026-05-01T22:03:00	中国铁路	G1148	二等座	365	29	29	天津西站	长春西站
TRAIN	C082	C066					2026-05-01T17:31:00	2026-05-01T23:41:00	中国铁路	G1149	二等座	440	30	30	天津西站	哈尔滨西站
TRAIN	C082	C042					2026-05-01T18:00:00	2026-05-01T22:41:00	中国铁路	G1150	二等座	345	31	31	天津西站	南京南站
TRAIN	C082	C153					2026-05-01T18:29:00	2026-05-02T00:22:00	中国铁路	G1151	二等座	425	32	32	天津西站	杭州东站
TRAIN	C082	C053					2026-05-01T18:58:00	2026-05-01T23:43:00	中国铁路	G1152	二等座	350	33	33	天津西站	合肥南站
TRAIN	C082	C221					2026-05-01T19:27:00	2026-05-02T03:43:00	中国铁路	G1153	二等座	585	34	34	天津西站	福州南站
TRAIN	C082	C046					2026-05-01T19:56:00	2026-05-02T02:36:00	中国铁路	G1154	二等座	480	35	35	天津西站	南昌西站
TRAIN	C082	C180					2026-05-01T20:25:00	2026-05-01T22:17:00	中国铁路	G1155	二等座	160	5	5	天津西站	济南西站
TRAIN	C082	C267					2026-05-01T05:54:00	2026-05-01T09:25:00	中国铁路	G1156	二等座	270	6	6	天津西站	郑州东站
TRAIN	C082	C164					2026-05-01T06:23:00	2026-05-01T12:04:00	中国铁路	G1157	二等座	420	7	7	天津西站	武汉站
TRAIN	C082	C284					2026-05-01T06:52:00	2026-05-01T14:06:00	中国铁路	G1158	二等座	525	8	8	天津西站	长沙南站
TRAIN	C082	C112					2026-05-01T07:21:00	2026-05-01T17:31:00	中国铁路	G1159	二等座	720	9	9	天津西站	广州南站
TRAIN	C082	C044					2026-05-01T07:50:00	2026-05-01T18:58:00	中国铁路	G1160	二等座	785	10	10	天津西站	南宁东站
TRAIN	C082	C184					2026-05-01T08:19:00	2026-05-01T20:40:00	中国铁路	G1161	二等座	870	11	11	天津西站	海口东站
TRAIN	C082	C128					2026-05-01T08:48:00	2026-05-01T17:25:00	中国铁路	G1162	二等座	620	12	12	天津西站	成都东站
TRAIN	C082	C249					2026-05-01T09:17:00	2026-05-01T18:49:00	中国铁路	G1163	二等座	680	13	13	天津西站	贵阳北站
TRAIN	C082	C142					2026-05-01T09:46:00	2026-05-01T21:18:00	中国铁路	G1164	二等座	815	14	14	天津西站	昆明南站
TRAIN	C082	C133					2026-05-01T10:15:00	2026-05-02T00:38:00	中国铁路	G1165	二等座	955	15	15	天津西站	拉萨站
TRAIN	C082	C246					2026-05-01T10:44:00	2026-05-01T16:01:00	中国铁路	G1166	二等座	345	16	16	天津西站	西安北站
TRAIN	C082	C034					2026-05-01T11:13:00	2026-05-01T18:13:00	中国铁路	G1167	二等座	460	17	17	天津西站	兰州西站
TRAIN	C082	C245					2026-05-01T11:42:00	2026-05-01T19:32:00	中国铁路	G1168	二等座	520	18	18	天津西站	西宁站
TRAIN	C082	C279					2026-05-01T12:11:00	2026-05-01T17:43:00	中国铁路	G1169	二等座	365	19	19	天津西站	银川站
TRAIN	C082	C018					2026-05-01T12:40:00	2026-05-02T02:34:00	中国铁路	G1170	二等座	925	20	20	天津西站	乌鲁木齐站
TRAIN	C082	C300					2026-05-01T13:09:00	2026-05-01T23:42:00	中国铁路	G1171	二等座	705	21	21	天津西站	香港西九龙站
TRAIN	C082	C190					2026-05-01T14:36:00	2026-05-02T01:02:00	中国铁路	G1174	二等座	700	24	24	天津西站	深圳北站
TRAIN	C082	C050					2026-05-01T15:05:00	2026-05-02T00:14:00	中国铁路	G1175	二等座	615	25	25	天津西站	厦门北站
TRAIN	C082	C297					2026-05-01T15:34:00	2026-05-01T18:20:00	中国铁路	G1176	二等座	185	26	26	天津西站	青岛北站
TRAIN	C082	C080					2026-05-01T16:03:00	2026-05-01T18:31:00	中国铁路	G1177	二等座	165	27	27	天津西站	大连北站
TRAIN	C082	C088					2026-05-01T16:32:00	2026-05-01T22:51:00	中国铁路	G1178	二等座	425	28	28	天津西站	宁波站
TRAIN	C082	C231					2026-05-01T17:01:00	2026-05-01T22:22:00	中国铁路	G1179	二等座	360	29	29	天津西站	苏州站
TRAIN	C082	C139					2026-05-01T17:30:00	2026-05-01T22:42:00	中国铁路	G1180	二等座	355	30	30	天津西站	无锡站
TRAIN	C082	C158					2026-05-01T17:59:00	2026-05-02T03:22:00	中国铁路	G1181	二等座	635	31	31	天津西站	桂林北站
TRAIN	C082	C002					2026-05-01T18:28:00	2026-05-02T07:58:00	中国铁路	G1182	二等座	910	32	32	天津西站	三亚站
TRAIN	C082	C119					2026-05-01T18:57:00	2026-05-02T02:11:00	中国铁路	G1183	二等座	490	33	33	天津西站	张家界西站
TRAIN	C082	C015					2026-05-01T19:26:00	2026-05-02T07:02:00	中国铁路	G1184	二等座	785	34	34	天津西站	丽江站
TRAIN	C082	C308					2026-05-01T20:24:00	2026-05-02T02:27:00	中国铁路	G1186	二等座	415	5	5	天津西站	黄山北站
TRAIN	C082	C210					2026-05-01T06:22:00	2026-05-01T17:00:00	中国铁路	G1188	二等座	725	7	7	天津西站	珠海站
TRAIN	C082	C179					2026-05-01T06:51:00	2026-05-01T10:46:00	中国铁路	G1189	二等座	275	8	8	天津西站	洛阳龙门站
TRAIN	C082	C077					2026-05-01T07:20:00	2026-05-01T09:39:00	中国铁路	G1190	二等座	170	9	9	天津西站	大同南站
TRAIN	C082	C070					2026-05-01T08:18:00	2026-05-02T03:37:00	中国铁路	G1192	二等座	1310	11	11	天津西站	喀什站
TRAIN	C082	C056					2026-05-01T08:47:00	2026-05-01T21:59:00	中国铁路	G1193	二等座	900	12	12	天津西站	吐鲁番北站
TRAIN	C082	C292					2026-05-01T09:16:00	2026-05-01T23:14:00	中国铁路	G1194	二等座	955	13	13	天津西站	阿勒泰站
TRAIN	C082	C222					2026-05-01T09:45:00	2026-05-01T11:23:00	中国铁路	G1195	二等座	130	14	14	天津西站	秦皇岛站
TRAIN	C082	C084					2026-05-01T10:14:00	2026-05-01T13:08:00	中国铁路	G1196	二等座	215	15	15	天津西站	威海站
TRAIN	C082	C176					2026-05-01T10:43:00	2026-05-01T19:40:00	中国铁路	G1197	二等座	620	16	16	天津西站	泉州站
TRAIN	C082	C129					2026-05-01T11:12:00	2026-05-01T15:45:00	中国铁路	G1198	二等座	330	17	17	天津西站	扬州东站
TRAIN	C082	C071					2026-05-01T11:41:00	2026-05-01T17:23:00	中国铁路	G1199	二等座	405	18	18	天津西站	嘉兴南站
TRAIN	C082	C040					2026-05-01T12:10:00	2026-05-01T23:53:00	中国铁路	G1200	二等座	810	19	19	天津西站	北海站
TRAIN	C082	C147					2026-05-01T12:39:00	2026-05-01T18:56:00	中国铁路	G1201	二等座	445	20	20	天津西站	景德镇北站
