type	departureCityId	arrivalCityId	departureStationCode	departureTerminalName	arrivalStationCode	arrivalTerminalName	departureDateTime	arrivalDateTime	carrier	code	seatClass	price	remainingSeats	totalSeats	departureStationName	arrivalStationName
FLIGHT	C039	C164	PEK		WUH		2026-05-01T16:29:00	2026-05-01T19:09:00	东方航空	MU1017	经济舱	720	20	20	北京首都国际机场	武汉天河国际机场
FLIGHT	C039	C284	PEK		CSX		2026-05-01T17:06:00	2026-05-01T20:15:00	南方航空	CZ1018	经济舱	850	21	21	北京首都国际机场	长沙黄花国际机场
FLIGHT	C039	C044	PEK		NNG		2026-05-01T18:20:00	2026-05-01T22:39:00	中国国航	CA1020	经济舱	1170	23	23	北京首都国际机场	南宁吴圩国际机场
FLIGHT	C039	C184	PEK		HAK		2026-05-01T18:57:00	2026-05-01T23:41:00	东方航空	MU1021	经济舱	1280	24	24	北京首都国际机场	海口美兰国际机场
FLIGHT	C039	C128	PEK		TFU		2026-05-01T19:34:00	2026-05-01T23:01:00	南方航空	CZ1022	经济舱	940	25	25	北京首都国际机场	成都天府国际机场
FLIGHT	C039	C249	PEK		KWE		2026-05-01T06:11:00	2026-05-01T09:59:00	海南航空	HU1023	经济舱	1030	26	26	北京首都国际机场	贵阳龙洞堡国际机场
FLIGHT	C039	C142	PEK		KMG		2026-05-01T06:48:00	2026-05-01T11:12:00	中国国航	CA1024	经济舱	1190	27	27	北京首都国际机场	昆明长水国际机场
FLIGHT	C039	C133	PEK		LXA		2026-05-01T07:25:00	2026-05-01T12:36:00	东方航空	MU1025	经济舱	1410	28	28	北京首都国际机场	拉萨贡嘎国际机场
FLIGHT	C039	C246	PEK		XIY		2026-05-01T08:02:00	2026-05-01T10:27:00	南方航空	CZ1026	经济舱	660	29	29	北京首都国际机场	西安咸阳国际机场
FLIGHT	C039	C034	PEK		LHW		2026-05-01T08:39:00	2026-05-01T11:32:00	海南航空	HU1027	经济舱	790	30	30	北京首都国际机场	兰州中川国际机场
FLIGHT	C039	C245	PEK		XNN		2026-05-01T09:16:00	2026-05-01T12:24:00	中国国航	CA1028	经济舱	850	31	31	北京首都国际机场	西宁曹家堡国际机场
FLIGHT	C039	C279	PEK		INC		2026-05-01T09:53:00	2026-05-01T12:17:00	东方航空	MU1029	经济舱	660	32	32	北京首都国际机场	银川河东国际机场
FLIGHT	C039	C018	PEK				2026-05-01T10:30:00	2026-05-01T15:26:00	南方航空	CZ1030	经济舱	1340	33	33	北京首都国际机场	乌鲁木齐天山国际机场
FLIGHT	C039	C300	PEK				2026-05-01T11:07:00	2026-05-01T15:19:00	海南航空	HU1031	经济舱	1150	34	34	北京首都国际机场	香港国际机场
FLIGHT	C039	C050	PEK		XMN		2026-05-01T13:35:00	2026-05-01T17:22:00	海南航空	HU1035	经济舱	1040	3	3	北京首都国际机场	厦门高崎国际机场
FLIGHT	C039	C297	PEK				2026-05-01T14:12:00	2026-05-01T16:02:00	中国国航	CA1036	经济舱	510	4	4	北京首都国际机场	青岛胶东国际机场
FLIGHT	C039	C080	PEK		DLC		2026-05-01T14:49:00	2026-05-01T16:30:00	东方航空	MU1037	经济舱	470	5	5	北京首都国际机场	大连周水子国际机场
FLIGHT	C039	C088	PEK		NGB		2026-05-01T15:26:00	2026-05-01T18:22:00	南方航空	CZ1038	经济舱	810	6	6	北京首都国际机场	宁波栎社国际机场
FLIGHT	C039	C231	PEK				2026-05-01T16:03:00	2026-05-01T18:41:00	海南航空	HU1039	经济舱	730	7	7	北京首都国际机场	苏州机场
FLIGHT	C039	C139	PEK				2026-05-01T16:40:00	2026-05-01T19:15:00	中国国航	CA1040	经济舱	720	8	8	北京首都国际机场	苏南硕放国际机场
FLIGHT	C039	C158	PEK		KWL		2026-05-01T17:17:00	2026-05-01T21:04:00	东方航空	MU1041	经济舱	1050	9	9	北京首都国际机场	桂林两江国际机场
FLIGHT	C039	C002	PEK		SYX		2026-05-01T17:54:00	2026-05-01T22:59:00	南方航空	CZ1042	经济舱	1400	10	10	北京首都国际机场	三亚凤凰国际机场
FLIGHT	C039	C119	PEK				2026-05-01T18:31:00	2026-05-01T21:37:00	海南航空	HU1043	经济舱	860	11	11	北京首都国际机场	张家界荷花国际机场
FLIGHT	C039	C015	PEK		LJG		2026-05-01T19:08:00	2026-05-01T23:31:00	中国国航	CA1044	经济舱	1210	12	12	北京首都国际机场	丽江三义国际机场
FLIGHT	C039	C308	PEK		TXN		2026-05-01T06:22:00	2026-05-01T09:12:00	南方航空	CZ1046	经济舱	790	14	14	北京首都国际机场	黄山屯溪国际机场
FLIGHT	C039	C210	PEK		ZZH		2026-05-01T07:36:00	2026-05-01T11:49:00	中国国航	CA1048	经济舱	1170	16	16	北京首都国际机场	珠海金湾机场
FLIGHT	C039	C179	PEK				2026-05-01T08:13:00	2026-05-01T10:16:00	东方航空	MU1049	经济舱	590	17	17	北京首都国际机场	洛阳北郊机场
FLIGHT	C039	C077	PEK				2026-05-01T08:50:00	2026-05-01T10:11:00	南方航空	CZ1050	经济舱	400	18	18	北京首都国际机场	大同云冈国际机场
FLIGHT	C039	C070	PEK		KHG		2026-05-01T10:04:00	2026-05-01T16:42:00	中国国航	CA1052	经济舱	1820	20	20	北京首都国际机场	喀什徕宁国际机场
FLIGHT	C039	C056	PEK				2026-05-01T10:41:00	2026-05-01T15:24:00	东方航空	MU1053	经济舱	1310	21	21	北京首都国际机场	吐鲁番交河机场
FLIGHT	C039	C292	PEK				2026-05-01T11:18:00	2026-05-01T16:14:00	南方航空	CZ1054	经济舱	1370	22	22	北京首都国际机场	阿勒泰雪都机场
FLIGHT	C039	C222	PEK		BPE		2026-05-01T11:55:00	2026-05-01T13:17:00	海南航空	HU1055	经济舱	410	23	23	北京首都国际机场	秦皇岛北戴河机场
FLIGHT	C039	C084	PEK		WEH		2026-05-01T12:32:00	2026-05-01T14:23:00	中国国航	CA1056	经济舱	540	24	24	北京首都国际机场	威海大水泊国际机场
FLIGHT	C039	C176	PEK		JJN		2026-05-01T13:09:00	2026-05-01T16:52:00	东方航空	MU1057	经济舱	1050	25	25	北京首都国际机场	泉州晋江国际机场
FLIGHT	C039	C129	PEK		YTY		2026-05-01T13:46:00	2026-05-01T16:09:00	南方航空	CZ1058	经济舱	680	26	26	北京首都国际机场	扬州泰州国际机场
FLIGHT	C039	C071	PEK				2026-05-01T14:23:00	2026-05-01T17:07:00	海南航空	HU1059	经济舱	780	27	27	北京首都国际机场	嘉兴机场
FLIGHT	C039	C040	PEK		BHY		2026-05-01T15:00:00	2026-05-01T19:31:00	中国国航	CA1060	经济舱	1260	28	28	北京首都国际机场	北海福成机场
FLIGHT	C039	C147	PEK				2026-05-01T15:37:00	2026-05-01T18:30:00	东方航空	MU1061	经济舱	820	29	29	北京首都国际机场	景德镇罗家机场
FLIGHT	C039	C127	PEK				2026-05-01T17:28:00	2026-05-01T21:31:00	中国国航	CA1064	经济舱	1140	32	32	北京首都国际机场	惠州平潭机场
FLIGHT	C039	C205	PEK		YNT		2026-05-01T18:42:00	2026-05-01T20:29:00	南方航空	CZ1066	经济舱	530	34	34	北京首都国际机场	烟台蓬莱国际机场
FLIGHT	C039	C025	PEK				2026-05-01T19:19:00	2026-05-01T23:24:00	海南航空	HU1067	经济舱	1150	35	35	北京首都国际机场	佛山沙堤机场
FLIGHT	C039	C192	PEK		WNZ		2026-05-01T06:33:00	2026-05-01T09:46:00	东方航空	MU1069	经济舱	920	37	37	北京首都国际机场	温州龙湾国际机场
FLIGHT	C005	C272	SHA		CKG		2026-05-01T09:01:00	2026-05-01T12:20:00	东方航空	MU1073	经济舱	950	6	6	上海虹桥国际机场	重庆江北国际机场
FLIGHT	C005	C220	SHA		SJW		2026-05-01T09:38:00	2026-05-01T12:12:00	南方航空	CZ1074	经济舱	750	7	7	上海虹桥国际机场	石家庄正定国际机场
FLIGHT	C005	C083	SHA		TYN		2026-05-01T10:15:00	2026-05-01T13:00:00	海南航空	HU1075	经济舱	800	8	8	上海虹桥国际机场	太原武宿国际机场
FLIGHT	C005	C061	SHA		HET		2026-05-01T10:52:00	2026-05-01T14:05:00	中国国航	CA1076	经济舱	930	9	9	上海虹桥国际机场	呼和浩特白塔国际机场
FLIGHT	C005	C172	SHA		SHE		2026-05-01T11:29:00	2026-05-01T14:23:00	东方航空	MU1077	经济舱	840	10	10	上海虹桥国际机场	沈阳桃仙国际机场
FLIGHT	C005	C283	SHA		CGQ		2026-05-01T12:06:00	2026-05-01T15:25:00	南方航空	CZ1078	经济舱	960	11	11	上海虹桥国际机场	长春龙嘉国际机场
FLIGHT	C005	C066	SHA		HRB		2026-05-01T12:43:00	2026-05-01T16:26:00	海南航空	HU1079	经济舱	1060	12	12	上海虹桥国际机场	哈尔滨太平国际机场
FLIGHT	C005	C042	SHA		NKG		2026-05-01T13:20:00	2026-05-01T14:42:00	中国国航	CA1080	经济舱	430	13	13	上海虹桥国际机场	南京禄口国际机场
FLIGHT	C005	C153	SHA		HGH		2026-05-01T13:57:00	2026-05-01T15:09:00	东方航空	MU1081	经济舱	390	14	14	上海虹桥国际机场	杭州萧山国际机场
FLIGHT	C005	C053	SHA		HFE		2026-05-01T14:34:00	2026-05-01T16:10:00	南方航空	CZ1082	经济舱	500	15	15	上海虹桥国际机场	合肥新桥国际机场
FLIGHT	C005	C221	SHA		FOC		2026-05-01T15:11:00	2026-05-01T17:07:00	海南航空	HU1083	经济舱	590	16	16	上海虹桥国际机场	福州长乐国际机场
FLIGHT	C005	C046	SHA				2026-05-01T15:48:00	2026-05-01T17:44:00	中国国航	CA1084	经济舱	590	17	17	上海虹桥国际机场	南昌昌北国际机场
FLIGHT	C005	C180	SHA		TNA		2026-05-01T16:25:00	2026-05-01T18:33:00	东方航空	MU1085	经济舱	640	18	18	上海虹桥国际机场	济南遥墙国际机场
FLIGHT	C005	C267	SHA		CGO		2026-05-01T17:02:00	2026-05-01T19:20:00	南方航空	CZ1086	经济舱	690	19	19	上海虹桥国际机场	郑州新郑国际机场
FLIGHT	C005	C164	SHA		WUH		2026-05-01T17:39:00	2026-05-01T19:43:00	海南航空	HU1087	经济舱	630	20	20	上海虹桥国际机场	武汉天河国际机场
FLIGHT	C005	C284	SHA		CSX		2026-05-01T18:16:00	2026-05-01T20:40:00	中国国航	CA1088	经济舱	720	21	21	上海虹桥国际机场	长沙黄花国际机场
FLIGHT	C005	C044	SHA		NNG		2026-05-01T19:30:00	2026-05-01T23:05:00	南方航空	CZ1090	经济舱	1040	23	23	上海虹桥国际机场	南宁吴圩国际机场
FLIGHT	C005	C184	SHA		HAK		2026-05-01T06:07:00	2026-05-01T09:50:00	海南航空	HU1091	经济舱	1080	24	24	上海虹桥国际机场	海口美兰国际机场
FLIGHT	C005	C128	SHA		TFU		2026-05-01T06:44:00	2026-05-01T10:25:00	中国国航	CA1092	经济舱	1070	25	25	上海虹桥国际机场	成都天府国际机场
FLIGHT	C005	C249	SHA		KWE		2026-05-01T07:21:00	2026-05-01T10:49:00	东方航空	MU1093	经济舱	1010	26	26	上海虹桥国际机场	贵阳龙洞堡国际机场
FLIGHT	C005	C142	SHA		KMG		2026-05-01T07:58:00	2026-05-01T12:09:00	南方航空	CZ1094	经济舱	1210	27	27	上海虹桥国际机场	昆明长水国际机场
FLIGHT	C005	C133	SHA		LXA		2026-05-01T08:35:00	2026-05-01T14:20:00	海南航空	HU1095	经济舱	1630	28	28	上海虹桥国际机场	拉萨贡嘎国际机场
FLIGHT	C005	C246	SHA		XIY		2026-05-01T09:12:00	2026-05-01T12:09:00	中国国航	CA1096	经济舱	880	29	29	上海虹桥国际机场	西安咸阳国际机场
FLIGHT	C005	C034	SHA		LHW		2026-05-01T09:49:00	2026-05-01T13:36:00	东方航空	MU1097	经济舱	1100	30	30	上海虹桥国际机场	兰州中川国际机场
FLIGHT	C005	C245	SHA		XNN		2026-05-01T10:26:00	2026-05-01T14:32:00	南方航空	CZ1098	经济舱	1190	31	31	上海虹桥国际机场	西宁曹家堡国际机场
FLIGHT	C005	C279	SHA		INC		2026-05-01T11:03:00	2026-05-01T14:38:00	海南航空	HU1099	经济舱	1050	32	32	上海虹桥国际机场	银川河东国际机场
FLIGHT	C005	C018	SHA				2026-05-01T11:40:00	2026-05-01T18:02:00	中国国航	CA1100	经济舱	1800	33	33	上海虹桥国际机场	乌鲁木齐天山国际机场
FLIGHT	C005	C300	SHA				2026-05-01T12:17:00	2026-05-01T15:15:00	东方航空	MU1101	经济舱	880	34	34	上海虹桥国际机场	香港国际机场
FLIGHT	C005	C190	SHA		SZX		2026-05-01T14:08:00	2026-05-01T17:04:00	中国国航	CA1104	经济舱	880	37	37	上海虹桥国际机场	深圳宝安国际机场
FLIGHT	C005	C050	SHA		XMN		2026-05-01T14:45:00	2026-05-01T17:02:00	东方航空	MU1105	经济舱	700	3	3	上海虹桥国际机场	厦门高崎国际机场
FLIGHT	C005	C297	SHA				2026-05-01T15:22:00	2026-05-01T17:12:00	南方航空	CZ1106	经济舱	580	4	4	上海虹桥国际机场	青岛胶东国际机场
FLIGHT	C005	C080	SHA		DLC		2026-05-01T15:59:00	2026-05-01T18:19:00	海南航空	HU1107	经济舱	720	5	5	上海虹桥国际机场	大连周水子国际机场
FLIGHT	C005	C088	SHA		NGB		2026-05-01T16:36:00	2026-05-01T17:46:00	中国国航	CA1108	经济舱	410	6	6	上海虹桥国际机场	宁波栎社国际机场
FLIGHT	C005	C231	SHA				2026-05-01T17:13:00	2026-05-01T18:23:00	东方航空	MU1109	经济舱	380	7	7	上海虹桥国际机场	苏州机场
FLIGHT	C005	C139	SHA				2026-05-01T17:50:00	2026-05-01T19:00:00	南方航空	CZ1110	经济舱	390	8	8	上海虹桥国际机场	苏南硕放国际机场
FLIGHT	C005	C158	SHA		KWL		2026-05-01T18:27:00	2026-05-01T21:30:00	海南航空	HU1111	经济舱	920	9	9	上海虹桥国际机场	桂林两江国际机场
FLIGHT	C005	C002	SHA		SYX		2026-05-01T19:04:00	2026-05-01T23:07:00	中国国航	CA1112	经济舱	1190	10	10	上海虹桥国际机场	三亚凤凰国际机场
FLIGHT	C005	C119	SHA				2026-05-01T19:41:00	2026-05-01T22:24:00	东方航空	MU1113	经济舱	830	11	11	上海虹桥国际机场	张家界荷花国际机场
FLIGHT	C005	C015	SHA		LJG		2026-05-01T06:18:00	2026-05-01T10:45:00	南方航空	CZ1114	经济舱	1300	12	12	上海虹桥国际机场	丽江三义国际机场
FLIGHT	C005	C308	SHA		TXN		2026-05-01T07:32:00	2026-05-01T09:01:00	中国国航	CA1116	经济舱	500	14	14	上海虹桥国际机场	黄山屯溪国际机场
FLIGHT	C005	C210	SHA		ZZH		2026-05-01T08:46:00	2026-05-01T11:48:00	南方航空	CZ1118	经济舱	920	16	16	上海虹桥国际机场	珠海金湾机场
FLIGHT	C005	C179	SHA				2026-05-01T09:23:00	2026-05-01T11:50:00	海南航空	HU1119	经济舱	760	17	17	上海虹桥国际机场	洛阳北郊机场
FLIGHT	C005	C077	SHA				2026-05-01T10:00:00	2026-05-01T12:58:00	中国国航	CA1120	经济舱	900	18	18	上海虹桥国际机场	大同云冈国际机场
FLIGHT	C005	C070	SHA		KHG		2026-05-01T11:14:00	2026-05-01T19:07:00	南方航空	CZ1122	经济舱	2230	20	20	上海虹桥国际机场	喀什徕宁国际机场
FLIGHT	C005	C056	SHA				2026-05-01T11:51:00	2026-05-01T17:58:00	海南航空	HU1123	经济舱	1760	21	21	上海虹桥国际机场	吐鲁番交河机场
FLIGHT	C005	C292	SHA				2026-05-01T12:28:00	2026-05-01T18:59:00	中国国航	CA1124	经济舱	1870	22	22	上海虹桥国际机场	阿勒泰雪都机场
FLIGHT	C005	C222	SHA		BPE		2026-05-01T13:05:00	2026-05-01T15:38:00	东方航空	MU1125	经济舱	800	23	23	上海虹桥国际机场	秦皇岛北戴河机场
FLIGHT	C005	C084	SHA		WEH		2026-05-01T13:42:00	2026-05-01T15:47:00	南方航空	CZ1126	经济舱	670	24	24	上海虹桥国际机场	威海大水泊国际机场
FLIGHT	C005	C176	SHA		JJN		2026-05-01T14:19:00	2026-05-01T16:30:00	海南航空	HU1127	经济舱	700	25	25	上海虹桥国际机场	泉州晋江国际机场
FLIGHT	C005	C129	SHA		YTY		2026-05-01T14:56:00	2026-05-01T16:14:00	中国国航	CA1128	经济舱	460	26	26	上海虹桥国际机场	扬州泰州国际机场
FLIGHT	C005	C071	SHA				2026-05-01T15:33:00	2026-05-01T16:43:00	东方航空	MU1129	经济舱	400	27	27	上海虹桥国际机场	嘉兴机场
FLIGHT	C005	C040	SHA		BHY		2026-05-01T16:10:00	2026-05-01T19:49:00	南方航空	CZ1130	经济舱	1100	28	28	上海虹桥国际机场	北海福成机场
FLIGHT	C005	C147	SHA				2026-05-01T16:47:00	2026-05-01T18:29:00	海南航空	HU1131	经济舱	570	29	29	上海虹桥国际机场	景德镇罗家机场
FLIGHT	C005	C127	SHA				2026-05-01T18:38:00	2026-05-01T21:27:00	南方航空	CZ1134	经济舱	880	32	32	上海虹桥国际机场	惠州平潭机场
FLIGHT	C005	C205	SHA		YNT		2026-05-01T19:52:00	2026-05-01T21:56:00	中国国航	CA1136	经济舱	680	34	34	上海虹桥国际机场	烟台蓬莱国际机场
FLIGHT	C005	C025	SHA				2026-05-01T06:29:00	2026-05-01T09:27:00	东方航空	MU1137	经济舱	920	35	35	上海虹桥国际机场	佛山沙堤机场
FLIGHT	C005	C192	SHA		WNZ		2026-05-01T07:43:00	2026-05-01T09:15:00	海南航空	HU1139	经济舱	530	37	37	上海虹桥国际机场	温州龙湾国际机场
FLIGHT	C082	C039	TSN		PEK		2026-05-01T08:20:00	2026-05-01T09:30:00	中国国航	CA1140	经济舱	420	3	3	天津滨海国际机场	北京首都国际机场
FLIGHT	C082	C005	TSN		SHA		2026-05-01T08:57:00	2026-05-01T11:27:00	东方航空	MU1141	经济舱	800	4	4	天津滨海国际机场	上海虹桥国际机场
FLIGHT	C082	C272	TSN		CKG		2026-05-01T10:11:00	2026-05-01T13:30:00	海南航空	HU1143	经济舱	1020	6	6	天津滨海国际机场	重庆江北国际机场
FLIGHT	C082	C220	TSN		SJW		2026-05-01T10:48:00	2026-05-01T12:09:00	中国国航	CA1144	经济舱	490	7	7	天津滨海国际机场	石家庄正定国际机场
FLIGHT	C082	C083	TSN		TYN		2026-05-01T11:25:00	2026-05-01T13:03:00	东方航空	MU1145	经济舱	570	8	8	天津滨海国际机场	太原武宿国际机场
FLIGHT	C082	C061	TSN		HET		2026-05-01T12:02:00	2026-05-01T13:47:00	南方航空	CZ1146	经济舱	600	9	9	天津滨海国际机场	呼和浩特白塔国际机场
FLIGHT	C082	C172	TSN		SHE		2026-05-01T12:39:00	2026-05-01T14:35:00	海南航空	HU1147	经济舱	650	10	10	天津滨海国际机场	沈阳桃仙国际机场
FLIGHT	C082	C283	TSN		CGQ		2026-05-01T13:16:00	2026-05-01T15:37:00	中国国航	CA1148	经济舱	760	11	11	天津滨海国际机场	长春龙嘉国际机场
FLIGHT	C082	C066	TSN		HRB		2026-05-01T13:53:00	2026-05-01T16:35:00	东方航空	MU1149	经济舱	860	12	12	天津滨海国际机场	哈尔滨太平国际机场
FLIGHT	C082	C042	TSN		NKG		2026-05-01T14:30:00	2026-05-01T16:44:00	南方航空	CZ1150	经济舱	740	13	13	天津滨海国际机场	南京禄口国际机场
FLIGHT	C082	C153	TSN		HGH		2026-05-01T15:07:00	2026-05-01T17:44:00	海南航空	HU1151	经济舱	840	14	14	天津滨海国际机场	杭州萧山国际机场
FLIGHT	C082	C053	TSN		HFE		2026-05-01T15:44:00	2026-05-01T18:00:00	中国国航	CA1152	经济舱	750	15	15	天津滨海国际机场	合肥新桥国际机场
FLIGHT	C082	C221	TSN		FOC		2026-05-01T16:21:00	2026-05-01T19:42:00	东方航空	MU1153	经济舱	1040	16	16	天津滨海国际机场	福州长乐国际机场
FLIGHT	C082	C046	TSN				2026-05-01T16:58:00	2026-05-01T19:49:00	南方航空	CZ1154	经济舱	910	17	17	天津滨海国际机场	南昌昌北国际机场
FLIGHT	C082	C180	TSN		TNA		2026-05-01T17:35:00	2026-05-01T18:57:00	海南航空	HU1155	经济舱	510	18	18	天津滨海国际机场	济南遥墙国际机场
FLIGHT	C082	C267	TSN		CGO		2026-05-01T18:12:00	2026-05-01T20:05:00	中国国航	CA1156	经济舱	650	19	19	天津滨海国际机场	郑州新郑国际机场
FLIGHT	C082	C164	TSN		WUH		2026-05-01T18:49:00	2026-05-01T21:22:00	东方航空	MU1157	经济舱	830	20	20	天津滨海国际机场	武汉天河国际机场
FLIGHT	C082	C284	TSN		CSX		2026-05-01T19:26:00	2026-05-01T22:28:00	南方航空	CZ1158	经济舱	960	21	21	天津滨海国际机场	长沙黄花国际机场
FLIGHT	C082	C112	TSN		CAN		2026-05-01T06:03:00	2026-05-01T09:59:00	海南航空	HU1159	经济舱	1200	22	22	天津滨海国际机场	广州白云国际机场
FLIGHT	C082	C044	TSN		NNG		2026-05-01T06:40:00	2026-05-01T10:54:00	中国国航	CA1160	经济舱	1290	23	23	天津滨海国际机场	南宁吴圩国际机场
FLIGHT	C082	C184	TSN		HAK		2026-05-01T07:17:00	2026-05-01T11:54:00	东方航空	MU1161	经济舱	1390	24	24	天津滨海国际机场	海口美兰国际机场
FLIGHT	C082	C128	TSN		TFU		2026-05-01T07:54:00	2026-05-01T11:21:00	南方航空	CZ1162	经济舱	1080	25	25	天津滨海国际机场	成都天府国际机场
FLIGHT	C082	C249	TSN		KWE		2026-05-01T08:31:00	2026-05-01T12:16:00	海南航空	HU1163	经济舱	1160	26	26	天津滨海国际机场	贵阳龙洞堡国际机场
FLIGHT	C082	C142	TSN		KMG		2026-05-01T09:08:00	2026-05-01T13:30:00	中国国航	CA1164	经济舱	1320	27	27	天津滨海国际机场	昆明长水国际机场
FLIGHT	C082	C133	TSN		LXA		2026-05-01T09:45:00	2026-05-01T15:00:00	东方航空	MU1165	经济舱	1560	28	28	天津滨海国际机场	拉萨贡嘎国际机场
FLIGHT	C082	C246	TSN		XIY		2026-05-01T10:22:00	2026-05-01T12:47:00	南方航空	CZ1166	经济舱	800	29	29	天津滨海国际机场	西安咸阳国际机场
FLIGHT	C082	C034	TSN		LHW		2026-05-01T10:59:00	2026-05-01T13:56:00	海南航空	HU1167	经济舱	950	30	30	天津滨海国际机场	兰州中川国际机场
FLIGHT	C082	C245	TSN		XNN		2026-05-01T11:36:00	2026-05-01T14:49:00	中国国航	CA1168	经济舱	1020	31	31	天津滨海国际机场	西宁曹家堡国际机场
FLIGHT	C082	C279	TSN		INC		2026-05-01T12:13:00	2026-05-01T14:43:00	东方航空	MU1169	经济舱	830	32	32	天津滨海国际机场	银川河东国际机场
FLIGHT	C082	C018	TSN				2026-05-01T12:50:00	2026-05-01T17:56:00	南方航空	CZ1170	经济舱	1360	33	33	天津滨海国际机场	乌鲁木齐天山国际机场
FLIGHT	C082	C300	TSN				2026-05-01T13:27:00	2026-05-01T17:31:00	海南航空	HU1171	经济舱	1080	34	34	天津滨海国际机场	香港国际机场
FLIGHT	C082	C190	TSN		SZX		2026-05-01T15:18:00	2026-05-01T19:19:00	南方航空	CZ1174	经济舱	1070	37	37	天津滨海国际机场	深圳宝安国际机场
