idHotel	foodOption	rating	price	idAsUUID
17	BREAKFAST	4.5	38	5d24f550-a9c6-3f3b-a604-1f045814a3ae
17	NO_CATERING	4.0	0	2c5d9c75-17c6-34df-ae33-f29f99719726
18	BREAKFAST	4.5	38	b6b57afb-89f7-3f9d-8fde-c5aa3e92d129
18	NO_CATERING	4.0	0	0bfcca32-e0cc-309e-856d-6a2752eda0e7
19	BREAKFAST	4.5	38	1278aea8-779c-3e06-ad1e-6ba697e8d441
19	NO_CATERING	4.0	0	873650e2-0d82-3cb7-b3a1-13b61a98e0fa
20	BREAKFAST	4.5	38	32e2f30e-5174-3c28-a8e0-a15692c33f24
20	NO_CATERING	4.0	0	b6b116b9-83a8-3f7f-88c1-ce146a9ccafd
21	BREAKFAST	4.5	38	cb799c2f-3787-3c8b-8d4d-88d11dd8d520
21	NO_CATERING	4.0	0	bcfcdec2-4700-3c73-aaa2-8c49302efbe7
22	BREAKFAST	4.5	38	cb11cd77-09ca-3079-9a79-4be34b602175
22	NO_CATERING	4.0	0	4b8aabd4-10c0-390d-8017-ea6490816672
23	BREAKFAST	4.5	38	7c9fa431-52ce-33f4-a264-22023383edfd
23	NO_CATERING	4.0	0	d456d775-f22f-3a91-bc8f-e76907a140ac
24	BREAKFAST	4.5	38	956679f8-e0b8-329f-b034-56c73d54e7ed
24	NO_CATERING	4.0	0	0841f30c-51fa-3918-8df2-e83e45d15441
25	BREAKFAST	4.5	38	5c5689bd-60fa-36de-b768-410c985dce16
25	NO_CATERING	4.0	0	4389c0ce-ab67-3dd1-90c1-0a52b3d7209b
26	BREAKFAST	4.5	38	cff47fc3-0c90-33ce-8045-6bc69f8cfa7c
26	NO_CATERING	4.0	0	c965cff3-9fbd-30ac-aa46-4f4d9bbe017e
27	BREAKFAST	4.5	38	46558532-831a-312c-aa03-54f9b3c18475
27	NO_CATERING	4.0	0	ba840ac5-3bc0-3e3a-9148-1ad1049e3cf8
28	BREAKFAST	4.5	38	b70d98be-861c-3f2f-ad1e-5d941cefdb71
28	NO_CATERING	4.0	0	77f94c45-cdc7-3f84-8ba6-2223d6525b3c
29	BREAKFAST	4.5	38	b89999f9-1082-344e-8630-a42b9c0a8c5c
29	NO_CATERING	4.0	0	40ca98b5-78e5-3317-b046-af9954e99ce7
30	BREAKFAST	4.5	38	4c2dbaf9-72a9-3c6b-9dfa-1bc8d0b2eac4
30	NO_CATERING	4.0	0	88dae57c-d76e-345f-9c1d-c8064fefc93c
31	BREAKFAST	4.5	38	1f728e3e-9bef-34ab-8fc5-fa6f5d437620
31	NO_CATERING	4.0	0	8eb54301-8476-31ba-8c2b-df2907faffde
32	BREAKFAST	4.5	38	2daacdb1-6c74-3c1d-badc-21f646b0cb58
32	NO_CATERING	4.0	0	93f029bc-56a5-353f-9328-52ded7ca46ee
33	BREAKFAST	4.5	38	33024223-a529-3a50-9dd2-b43311ad9368
33	NO_CATERING	4.0	0	cba19b8a-0744-322b-a00d-d0987dccd9a1
34	BREAKFAST	4.5	38	4c84f584-11d8-3f0f-a921-22e1650bbcd7
34	NO_CATERING	4.0	0	6e0a90e8-4cf5-3b40-904c-bc9e709305c4
35	BREAKFAST	4.5	38	9ed3e2f7-d813-3c9c-ba27-ca82a58133bd
35	NO_CATERING	4.0	0	012098d2-685c-3afc-a9ca-99c6948327e8
36	BREAKFAST	4.5	38	fe02c8c7-c0bd-39c1-8611-3f836a0f1f0d
36	NO_CATERING	4.0	0	2c21a125-b3a4-3041-ac45-14f0713467ec
37	BREAKFAST	4.5	38	ff1f2509-e24a-3f19-bf8e-47def04c5f3b
37	NO_CATERING	4.0	0	5f58a299-ca4f-35bd-aae8-2ecefc8660d8
38	BREAKFAST	4.5	38	d18012e4-0d51-34d5-9d24-022543371425
38	NO_CATERING	4.0	0	e52af5df-7a8c-38fd-bb02-8b6b34650847
39	BREAKFAST	4.5	38	f915f73b-c115-39cf-b67b-7c1f4224b6ac
39	NO_CATERING	4.0	0	5badd883-ce1d-3a46-a09f-917a03a5af01
40	BREAKFAST	4.5	38	26cb20b5-f435-3af1-b815-6ba1e9f7ff1f
40	NO_CATERING	4.0	0	29ee47f8-5b9a-375e-887b-54c394937fad
41	BREAKFAST	4.5	38	c12ada75-b788-3a2f-b2e9-bf7465465be1
41	NO_CATERING	4.0	0	4363933f-4364-3f65-81b6-1e91c1fb2c6d
42	BREAKFAST	4.5	38	e0287478-f62e-3372-837e-ae7d396dcb8a
42	NO_CATERING	4.0	0	6960f0f7-0e8d-3d56-bcfc-89f0904a9211
43	BREAKFAST	4.5	38	fd921d88-10b2-3e26-8237-282e1fb7e15a
43	NO_CATERING	4.0	0	c5d828a7-d7e3-3c12-9df4-de46dfbf46c7
44	BREAKFAST	4.5	38	7cb92a3a-0b60-3b61-8dff-19e6223cdd4c
44	NO_CATERING	4.0	0	16a0aa90-8b71-3160-9dd6-73dc301a6ad6
45	BREAKFAST	4.5	38	d8b64445-7de0-3fac-a2fd-2e71d9085f51
45	NO_CATERING	4.0	0	acd12064-edd2-330b-bc9c-e8bd3a37679c
46	BREAKFAST	4.5	38	5fed96df-2e9b-313e-827d-422b5c0c74e3
46	NO_CATERING	4.0	0	69d9761d-bf4b-3b31-b551-346649a3090f
47	BREAKFAST	4.5	38	ea99d171-5837-3bb6-8aca-377310a01a9a
47	NO_CATERING	4.0	0	fac19c6c-6959-379c-81ae-6d8e506c3122
48	BREAKFAST	4.5	38	3e897471-7480-3550-9523-7005adc98191
48	NO_CATERING	4.0	0	d655aee9-ffe6-3d40-b542-25215138b9af
49	BREAKFAST	4.5	38	dda111a4-f183-3743-90c7-37be060c74be
49	NO_CATERING	4.0	0	7f222f6c-13b4-3e11-9572-e05cfcd378e4
50	BREAKFAST	4.5	38	976faa4f-dc8d-3473-8048-9a50ce613233
50	NO_CATERING	4.0	0	7a75663c-e10e-3ada-a50c-8d9891520c42
51	BREAKFAST	4.5	38	12d52dfc-73c3-39a7-9b48-eeed487ea5e5
51	NO_CATERING	4.0	0	0138c6c4-3434-3a44-96fa-9eb7d8970432
52	BREAKFAST	4.5	38	dac36b74-1512-3fa8-92ee-dae0b585bcff
52	NO_CATERING	4.0	0	3cbe2292-e386-3c38-918a-1a014adc98c9
53	BREAKFAST	4.5	38	9001532d-f556-3592-8082-1ecacf6fe5eb
53	NO_CATERING	4.0	0	2914d278-0d2e-3ee1-ac2f-60ca8e0f2820
54	BREAKFAST	4.5	38	b4218bbd-20e9-39cd-80db-e795cfc0b783
54	NO_CATERING	4.0	0	60e08e01-b29d-3a13-b4a6-4a3ad150dbd3
55	BREAKFAST	4.5	38	907329b5-6c3f-3dfd-938f-ab677786ddd0
55	NO_CATERING	4.0	0	b2ac0f85-8a86-3cfb-bc35-0d79ca6ae4ed
56	BREAKFAST	4.5	38	09adc0fb-f39d-36db-b42c-2e51653d100b
56	NO_CATERING	4.0	0	c921a467-0071-3b22-bbff-3852764b932f
57	BREAKFAST	4.5	38	381900bf-db9a-3ae0-aca9-0362cf36aaaa
57	NO_CATERING	4.0	0	9940668d-7997-3454-a30f-2b685eecec17
58	BREAKFAST	4.5	38	aa19004c-2a2c-3677-864c-652c309611dd
58	NO_CATERING	4.0	0	ac05a9c9-fe6d-32fb-adc8-f9ecfbf397c0
59	BREAKFAST	4.5	38	e4207ff2-bccb-323a-8d02-219db1541bc3
59	NO_CATERING	4.0	0	d548209e-e515-3333-8cb0-37b984b9a56f
60	BREAKFAST	4.5	38	abb77f86-52c2-35db-9887-9ac87b2bef54
60	NO_CATERING	4.0	0	554999ae-5192-3f8c-b787-7f48009847a1
61	BREAKFAST	4.5	38	5b794ee2-f356-324a-91ce-31f29cd9cf2e
61	NO_CATERING	4.0	0	ec0f7bb3-7367-3bdd-8579-0c106c7aa05f
62	BREAKFAST	4.5	38	cdbda233-9c62-30d1-9425-33a0ff2c89a4
62	NO_CATERING	4.0	0	97236e47-3346-3bb1-a815-8294f11f4d28
63	BREAKFAST	4.5	38	a0d5c636-6966-3448-bdac-c4fb4df22bcc
63	NO_CATERING	4.0	0	12fd6225-af86-3007-9b27-84981960cf8b
64	BREAKFAST	4.5	38	066d2b8b-a39e-3ec8-be40-f5960a368e79
64	NO_CATERING	4.0	0	10bc619b-bf3f-3023-9b84-94422d397c81
65	BREAKFAST	4.5	38	2695a8dd-5b16-348f-9cca-31423a69d5e5
65	NO_CATERING	4.0	0	bf7bf066-a24d-3514-a732-68044b2bd51f
66	BREAKFAST	4.5	38	600d8311-839c-3d63-9d2f-124533d33b60
66	NO_CATERING	4.0	0	fea96043-5da4-36cb-9018-23716c068e52
67	BREAKFAST	4.5	38	2d8c4298-ea64-32b2-a197-a298d89efd2a
67	NO_CATERING	4.0	0	9349c8a4-7edb-383b-b8ca-aaf323348415
68	BREAKFAST	4.5	38	39d5c9d4-eb57-3a0b-9cb8-9f64e1e59e27
68	NO_CATERING	4.0	0	de097df8-04de-3425-b5c7-78debd7ccf1d
69	BREAKFAST	4.5	38	322f0f23-f755-3723-8f64-e5d874ba41f7
69	NO_CATERING	4.0	0	02f6abd6-b7ef-3e49-9d4b-958dbe419bd2
70	BREAKFAST	4.5	38	c727841d-20ca-3770-8a4e-646e15eaaed8
70	NO_CATERING	4.0	0	a0cf2aaf-27f3-39ec-9bb0-589c6dc011ec
71	BREAKFAST	4.5	38	b96a040d-f271-301b-9523-1a873a3855ae
71	NO_CATERING	4.0	0	f11f2c56-2d13-3e08-841c-c7a253ddbf7c
72	BREAKFAST	4.5	38	4e369e5c-7f86-3f37-a9de-f5ecf5d69bb5
72	NO_CATERING	4.0	0	153c5e2c-d845-334e-8ba2-aa175115cee2
73	BREAKFAST	4.5	38	ae6fc140-5803-3b05-88e5-2842fe4a0870
73	NO_CATERING	4.0	0	466e6dce-6637-39f8-b8dc-d3353a1283dd
74	BREAKFAST	4.5	38	af74f24f-b16f-3664-a12d-bd35cab44344
74	NO_CATERING	4.0	0	08e69ccf-79c8-317b-be1b-0d0bf7db1d9c
75	BREAKFAST	4.5	38	8e8d71e2-bacf-31b1-a77e-d36af0aaa2f8
75	NO_CATERING	4.0	0	c6d3e020-89de-36f1-9607-22092ecd596a
76	BREAKFAST	4.5	38	32cea4cb-ecad-39bc-b8ea-773d3dfbb1b2
76	NO_CATERING	4.0	0	0cb7fa37-0a93-3446-b7c6-c1f910f7fcaa
77	BREAKFAST	4.5	38	770e02af-7dbd-3370-a344-a4a7b9404dd2
77	NO_CATERING	4.0	0	a8fd28b6-4b12-393a-80aa-19ceee43747f
78	BREAKFAST	4.5	38	385b676b-1747-3e6b-9229-577913a8c99b
78	NO_CATERING	4.0	0	04b8fbc3-b7b9-32db-b8fd-2dc13d3dc6ca
79	BREAKFAST	4.5	38	092467f4-b68b-36bf-819b-1928ce08883a
79	NO_CATERING	4.0	0	ccd1777e-5b2b-3215-a9f0-d28134893089
80	BREAKFAST	4.5	38	e749835a-d38d-3623-bb1b-f67fae6acc3e
80	NO_CATERING	4.0	0	913a9854-793c-3f76-9bf5-5bb5ea36b864
81	BREAKFAST	4.5	38	eaeda05c-de7d-3e9c-a8a1-41cbb46f48b5
81	NO_CATERING	4.0	0	cb68be0c-b74f-3285-959f-9f4e44e35e0d
82	BREAKFAST	4.5	38	2f5decc4-c7e5-3461-9462-5c1759155cd3
82	NO_CATERING	4.0	0	3ddf56c5-9a08-3c42-8a51-cdd66c568659
83	BREAKFAST	4.5	38	e6bc0d41-d6a0-3ed7-b263-fa7b463d3d91
83	NO_CATERING	4.0	0	01d6f543-0995-3b76-ae17-87b626aebca3
84	BREAKFAST	4.5	38	ce6c884f-b63e-3131-b30f-c74bb5c801d0
84	NO_CATERING	4.0	0	a85fa00e-c778-3b40-a98a-d9ab216ed4c6
85	BREAKFAST	4.5	38	dfe4b2bd-015d-33f6-b7e8-e6dfcd00f400
85	NO_CATERING	4.0	0	41af4570-7f52-3d3a-8463-5f26a2623a93
86	BREAKFAST	4.5	38	97e64158-d597-3437-b70c-a4fe9796a8dd
86	NO_CATERING	4.0	0	c89e3d56-419f-30c6-a969-396ab92d3d95
87	BREAKFAST	4.5	38	baafed2b-2374-30f2-8ddc-1a3377f5aa53
87	NO_CATERING	4.0	0	f86557b2-b9dc-3839-ab86-3fcaffa32dd1
88	BREAKFAST	4.5	38	7ad44951-9aa2-318f-9416-012e51069dcb
88	NO_CATERING	4.0	0	7ac99f8c-2c58-3c88-a167-3c40d002242e
89	BREAKFAST	4.5	38	a2ec2c6a-9db9-3ac4-8fb5-e3cec822b922
89	NO_CATERING	4.0	0	1f7c4fac-60f2-3a74-bbc7-7baa7700297d
90	BREAKFAST	4.5	38	45ffa757-2f0b-3ce6-bb2f-2ae299c03320
90	NO_CATERING	4.0	0	ed5c1ff6-ce2b-350b-bbea-ac0704d1c78b
91	BREAKFAST	4.5	38	8aa7ce8e-0455-312e-b0a3-065bb3afcaf5
91	NO_CATERING	4.0	0	60cfca6f-d4f8-3151-922f-f170e3e2fc5b
92	BREAKFAST	4.5	38	2fd6f668-ceed-36a1-b485-634147b31f55
92	NO_CATERING	4.0	0	92358c86-1677-387b-9f91-f99b75122b32
93	BREAKFAST	4.5	38	bfad6578-643d-3baa-89f2-d4462655dc4c
93	NO_CATERING	4.0	0	b4f2d7a1-0562-396a-b3f5-15ded31e75cb
94	BREAKFAST	4.5	38	9d12b6f3-c49d-3459-8183-b188f8e8328a
94	NO_CATERING	4.0	0	0ce6353c-1fd1-3c51-ba4a-784018871a6f
95	BREAKFAST	4.5	38	e5c3f07e-2f5e-32d6-9d3a-d7f9bea1d7ec
95	NO_CATERING	4.0	0	949a973b-d7d0-3298-afe0-4a67fad6c104
96	BREAKFAST	4.5	38	dd456439-e7d3-32cc-9951-191d3ab94e3f
96	NO_CATERING	4.0	0	135a59ee-1bf0-34c8-b5cd-c48198880321
97	BREAKFAST	4.5	38	31fca1e3-bf1c-3ab1-8657-de941126d735
97	NO_CATERING	4.0	0	bbc852f9-4944-30e6-b559-2ca9a6f1d9ee
98	BREAKFAST	4.5	38	2b14c1f2-ed4c-3b79-a542-cafbc6f1c6ce
98	NO_CATERING	4.0	0	ed839676-433c-34e0-b650-aad768acc58f
99	BREAKFAST	4.5	38	40d34afe-7d90-32c4-8aea-0e6c9161abe7
99	NO_CATERING	4.0	0	f2d7e0a9-32c7-30e6-89e6-03ed6342a2c6
100	BREAKFAST	4.5	38	daefce54-323a-3e57-909a-7a50e55b769e
100	NO_CATERING	4.0	0	57e4da26-3bbf-3221-8c7b-a236f1973d5f
101	BREAKFAST	4.5	38	341cd77b-46c1-3657-9b48-0e2066b05418
101	NO_CATERING	4.0	0	54b8a808-020a-3d26-8c6b-6c7ba6524c91
102	BREAKFAST	4.5	38	cab88e12-44ad-3ccd-90be-c0d425f25aff
102	NO_CATERING	4.0	0	e18260c4-a522-3ee1-8eb6-e5e8c6e06277
103	BREAKFAST	4.5	38	7f63acd1-6440-3aaf-a3b1-1c0e645739c3
103	NO_CATERING	4.0	0	3619319e-6595-31db-9e84-89a8169c6361
104	BREAKFAST	4.5	38	6faa6001-ea48-3545-bd88-454a34fed4ee
104	NO_CATERING	4.0	0	5d421082-d593-3b2e-bcdd-c7105c755436
105	BREAKFAST	4.5	38	e84130ab-d966-3022-b3c5-936bb4d334e0
105	NO_CATERING	4.0	0	3d7a217a-99f4-3e5d-a926-8f8744174667
106	BREAKFAST	4.5	38	d8377343-b819-355a-98e5-d175d477d8ce
106	NO_CATERING	4.0	0	888e770e-b408-3faf-8732-095c8456e899
107	BREAKFAST	4.5	38	e033e302-d6fa-3aea-a11e-b8e288e991ab
107	NO_CATERING	4.0	0	1d4a804f-32c1-335c-a70a-4d95185e5cd0
108	BREAKFAST	4.5	38	1086b61d-7117-3536-b593-b90750446493
108	NO_CATERING	4.0	0	141514d4-66b0-39e6-8321-b99737dbdbf3
109	BREAKFAST	4.5	38	87ea1c13-30cd-3e64-93e6-6d4f7b2a029d
109	NO_CATERING	4.0	0	1cb44e6b-5afc-3c2d-b84b-057182cab899
110	BREAKFAST	4.5	38	3dd9bb89-15fe-3f69-9bd8-5f03f3c85226
110	NO_CATERING	4.0	0	933cf018-0864-3017-852d-8969ebd18aa4
111	BREAKFAST	4.5	38	4cae7129-e0a0-392b-a22a-dc68b4849fbe
111	NO_CATERING	4.0	0	4bb5cd34-a005-30a2-b1dc-27bd1dc001bb
112	BREAKFAST	4.5	38	fa266bef-545d-3e5f-b03d-095c35d78a26
112	NO_CATERING	4.0	0	59ddf5e8-d4f5-361f-9f31-540791eb3a1c
113	BREAKFAST	4.5	38	0a9417ba-bafc-34d8-8cf1-2a7a89692704
113	NO_CATERING	4.0	0	5db30f86-c232-3107-887c-74808ee6b983
114	BREAKFAST	4.5	38	6379a6b1-4fa4-3728-8baa-690e35b04402
114	NO_CATERING	4.0	0	91cc58af-d097-3874-a266-95324d16d2f0
115	BREAKFAST	4.5	38	6f243979-c793-338a-8987-b1317b8bf0d2
115	NO_CATERING	4.0	0	e900a4ed-6c1f-3933-bc6a-47caeddb8331
116	BREAKFAST	4.5	38	b6b7c443-d37b-3fcd-a436-f6953bbd3b21
116	NO_CATERING	4.0	0	3147d7b9-3665-3fdd-a632-7849febf517c
117	BREAKFAST	4.5	38	c1b8b348-d683-3d42-a39f-0e9020ed2b52
117	NO_CATERING	4.0	0	5869b9bf-cd01-3c7f-a556-c301227e99a2
118	BREAKFAST	4.5	38	8aa12118-09fe-3b26-850f-0097a5f44276
118	NO_CATERING	4.0	0	eb2f6142-299f-3c1c-bd5b-5f48fc55d400
119	BREAKFAST	4.5	38	6568f8e5-fbbf-3a47-9ae6-a7a6f71da643
119	NO_CATERING	4.0	0	782dc338-ad68-3773-b30d-88f43fe0293f
120	BREAKFAST	4.5	38	4a9f536f-fe95-36e5-8370-ce89c3463bc4
120	NO_CATERING	4.0	0	d1fb8e25-83c8-3ffa-8541-83cc0625a3ed
121	BREAKFAST	4.5	38	148e92b8-100a-3e2c-ac6a-599b0faee3bf
121	NO_CATERING	4.0	0	0bc46296-16cc-382c-a290-7351e0f409e6
122	BREAKFAST	4.5	38	7609d28a-302b-3eeb-aeae-ff59b7b460c4
122	NO_CATERING	4.0	0	e7e4553f-90b4-37b1-9230-38f2fe7afd77
123	BREAKFAST	4.5	38	006fcf67-b9f0-3935-b3e7-053ed47f54cb
123	NO_CATERING	4.0	0	697275e3-237c-31b9-919f-7299e8332895
124	BREAKFAST	4.5	38	d8856560-f75b-3188-a831-cffe8f604484
124	NO_CATERING	4.0	0	328bc9bc-7984-3fdc-a81e-450d98a3c68a
125	BREAKFAST	4.5	38	f2ef8dbd-91e9-3509-86cc-165e6307e87d
125	NO_CATERING	4.0	0	bab5e002-ac75-3576-9d21-f9a5c0e6c3b9
126	BREAKFAST	4.5	38	625ccda6-12b9-3871-8318-2aeee9cb4668
126	NO_CATERING	4.0	0	4a63bd0c-22c2-33ae-ae18-e601dbdad6d2
127	BREAKFAST	4.5	38	b3a56132-dea9-35bf-aefd-2e9af0e51680
127	NO_CATERING	4.0	0	f83b5675-9b6c-323c-9fbf-770acbf4236b
128	BREAKFAST	4.5	38	fed039a4-4c44-3016-b651-6bc9666ed2f0
128	NO_CATERING	4.0	0	6ec11fd8-567a-3aae-82fd-c34bef815eb5
129	BREAKFAST	4.5	38	482875da-eacb-3333-abc3-a4f7bcf6ac35
129	NO_CATERING	4.0	0	394b20ed-b7d1-31a4-9d9c-e4e742710f60
130	BREAKFAST	4.5	38	eba77c38-8839-3cc4-85c3-f9bc45024db3
130	NO_CATERING	4.0	0	0281d250-ac5d-3550-9026-86cac082c455
131	BREAKFAST	4.5	38	0f433bfe-54e1-38ec-809b-7a661129c11e
131	NO_CATERING	4.0	0	6ede1cc5-79b4-381c-9a5f-5f4d649dd20b
132	BREAKFAST	4.5	38	9a22682b-c64d-3794-917a-b10371b238d5
132	NO_CATERING	4.0	0	1caf9c12-78b4-34cc-9151-5eaeab499ad5
133	BREAKFAST	4.5	38	4c88aad1-0d11-3e4e-a82e-34a4c00fec72
133	NO_CATERING	4.0	0	5d5f23c9-ff5f-3e73-b98a-fbb355cf3aff
134	BREAKFAST	4.5	38	f688d072-3d91-300f-b0ef-27ae65322708
134	NO_CATERING	4.0	0	7d2da01c-f4ef-391d-abd1-0f3564307c1b
135	BREAKFAST	4.5	38	d0cef3d9-0856-3e65-b453-f27e11ab9218
135	NO_CATERING	4.0	0	4b9e481f-9553-3afb-b706-3c264b6489a6
136	BREAKFAST	4.5	38	a2261539-5915-3cd0-a76b-fe02b1b4a044
136	NO_CATERING	4.0	0	3f0cf570-8327-37e1-ae1c-81280fb6a980
137	BREAKFAST	4.5	38	413fd0a5-93c3-310a-bbb9-0a277192191d
137	NO_CATERING	4.0	0	1ed9a852-d82b-3fb2-97c9-8842b01876d8
138	BREAKFAST	4.5	38	472e0a6f-5e13-366c-b60b-ae90736a7bb8
138	NO_CATERING	4.0	0	08fef041-1d12-393f-b97d-cf96c940bfe7
139	BREAKFAST	4.5	38	29e83112-a9f8-3f5c-a9d2-7baba820fbd5
139	NO_CATERING	4.0	0	9519d784-b4a8-34f8-87c6-6013d5bed73f
140	BREAKFAST	4.5	38	3802a3c6-87cf-37a2-9046-3a46d78661b9
140	NO_CATERING	4.0	0	d8405efe-78ad-3e9b-9873-a5de3d007ff4
141	BREAKFAST	4.5	38	8ac4105d-633a-3273-ba0f-d3fcb3ba393d
141	NO_CATERING	4.0	0	cbd607c0-382e-3b3a-9a4e-e684dfa33e84
142	BREAKFAST	4.5	38	b223eb69-d402-38a2-8699-1939fdd346fe
142	NO_CATERING	4.0	0	5f9ae942-dde6-382a-bd69-b393cbcdf14d
143	BREAKFAST	4.5	38	7cde53bd-d801-310e-bdbb-9f3f682a9f4b
143	NO_CATERING	4.0	0	3fef7df0-584e-3605-87f1-8873593741fd
144	BREAKFAST	4.5	38	1ba9aeb8-a7dc-3bd8-ad11-3662f343ef41
144	NO_CATERING	4.0	0	edb683b6-b715-336d-b4c6-495a52c6294f
145	BREAKFAST	4.5	38	763685a9-1038-342c-8fd0-18bd0a66bcc3
145	NO_CATERING	4.0	0	a311a722-d02c-3a3e-8da2-b8f8d5c57e26
146	BREAKFAST	4.5	38	8e25b7fd-5301-34b6-9192-546f8e854d42
146	NO_CATERING	4.0	0	183d9413-1cc0-3df1-9e44-ca3d56d038c1
147	BREAKFAST	4.5	38	4f670e56-0f7e-3aa5-9de0-de88dd2c7c93
147	NO_CATERING	4.0	0	1345a9b5-7204-3e94-8ae9-492f51523454
148	BREAKFAST	4.5	38	2b450480-8c1c-3108-acac-67c24f332c7a
148	NO_CATERING	4.0	0	240e2181-e732-324b-815a-e5c77628f1a3
149	BREAKFAST	4.5	38	c70d966e-c905-32e2-946a-79672006c3c6
149	NO_CATERING	4.0	0	20dbf108-8cf7-3e37-b44f-d90c6ca5212d
150	BREAKFAST	4.5	38	c41c0482-745d-3ddf-8500-23d1b46563fa
150	NO_CATERING	4.0	0	ac8758ba-5d7c-335e-aa69-9c2fe1b43be8
151	BREAKFAST	4.5	38	9f3ddbdc-4377-3a36-8dd4-7ca00494b598
151	NO_CATERING	4.0	0	8477d877-406d-36ca-85f7-336b2a291125
152	BREAKFAST	4.5	38	c0bb3774-1fb8-3363-94bd-69eedaa14a12
152	NO_CATERING	4.0	0	b0034e17-230f-3d91-8ae7-12fe83c01b81
153	BREAKFAST	4.5	38	751633e8-9458-37f8-937e-5e78687795e3
153	NO_CATERING	4.0	0	852fa851-db0a-3160-bdf2-edc39d47adec
154	BREAKFAST	4.5	38	b53bd633-89f1-3d91-881d-a10c74543a14
154	NO_CATERING	4.0	0	c9f8bd14-f48b-3d90-8772-6f7b2dc7f744
155	BREAKFAST	4.5	38	d12b33fc-d5a2-3f10-b507-bacfe5a1aeca
155	NO_CATERING	4.0	0	83f3e1e2-e5ad-33bb-abf3-d9cd8966c82d
156	BREAKFAST	4.5	38	c2dd3c92-b1ff-3dc4-94d1-13256700b9e7
156	NO_CATERING	4.0	0	b3c99a21-f348-31a9-8ae0-6680969a67d8
157	BREAKFAST	4.5	38	97136f36-0b6a-3c2c-9b54-771a7583a396
157	NO_CATERING	4.0	0	6b4c6f73-cd36-38d1-b1f8-d745058ab645
158	BREAKFAST	4.5	38	ad9c9aae-7fe1-3533-94b9-8453dfa1d799
158	NO_CATERING	4.0	0	d4aea2d7-afcb-3d6a-aad5-dc27e0af2f85
159	BREAKFAST	4.5	38	155e7cc1-e9e7-3a4a-a3f3-2373cfe36814
159	NO_CATERING	4.0	0	7dcd0e16-65ac-3663-afb6-78deaf9954ee
160	BREAKFAST	4.5	38	d9355279-a129-3bfc-9388-79fa376484ff
160	NO_CATERING	4.0	0	72a233e0-715f-316d-974c-3b6d0e75ef85
