idHotel	departureOption	cityId
20	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
21	武汉	39d1951e-19c0-579d-b912-a178b69ae641
21	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
21	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
21	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
22	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
22	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
22	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
22	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
23	南京	1428577a-a311-5d57-ad3f-bafb7795b063
23	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
23	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
23	成都	03c69062-0880-5837-bae9-fe487784fe4e
24	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
24	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
24	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
24	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
25	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
25	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
25	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
25	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
26	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
26	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
26	成都	03c69062-0880-5837-bae9-fe487784fe4e
26	武汉	39d1951e-19c0-579d-b912-a178b69ae641
27	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
27	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
27	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
27	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
28	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
28	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
28	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
28	南京	1428577a-a311-5d57-ad3f-bafb7795b063
29	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
29	成都	03c69062-0880-5837-bae9-fe487784fe4e
29	武汉	39d1951e-19c0-579d-b912-a178b69ae641
29	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
30	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
30	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
30	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
30	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
31	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
31	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
31	南京	1428577a-a311-5d57-ad3f-bafb7795b063
31	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
32	成都	03c69062-0880-5837-bae9-fe487784fe4e
32	武汉	39d1951e-19c0-579d-b912-a178b69ae641
32	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
32	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
33	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
33	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
33	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
33	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
34	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
34	南京	1428577a-a311-5d57-ad3f-bafb7795b063
34	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
34	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
35	武汉	39d1951e-19c0-579d-b912-a178b69ae641
35	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
35	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
35	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
36	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
36	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
36	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
36	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
37	南京	1428577a-a311-5d57-ad3f-bafb7795b063
37	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
37	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
37	成都	03c69062-0880-5837-bae9-fe487784fe4e
38	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
38	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
38	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
38	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
39	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
39	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
39	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
39	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
40	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
40	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
40	成都	03c69062-0880-5837-bae9-fe487784fe4e
40	武汉	39d1951e-19c0-579d-b912-a178b69ae641
41	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
41	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
41	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
41	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
42	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
42	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
42	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
42	南京	1428577a-a311-5d57-ad3f-bafb7795b063
43	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
43	成都	03c69062-0880-5837-bae9-fe487784fe4e
43	武汉	39d1951e-19c0-579d-b912-a178b69ae641
43	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
44	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
44	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
44	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
44	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
45	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
45	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
45	南京	1428577a-a311-5d57-ad3f-bafb7795b063
45	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
46	成都	03c69062-0880-5837-bae9-fe487784fe4e
46	武汉	39d1951e-19c0-579d-b912-a178b69ae641
46	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
46	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
47	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
47	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
47	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
47	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
48	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
48	南京	1428577a-a311-5d57-ad3f-bafb7795b063
48	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
48	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
49	武汉	39d1951e-19c0-579d-b912-a178b69ae641
49	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
49	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
49	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
50	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
50	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
50	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
50	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
51	南京	1428577a-a311-5d57-ad3f-bafb7795b063
51	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
51	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
51	成都	03c69062-0880-5837-bae9-fe487784fe4e
52	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
52	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
52	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
52	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
53	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
53	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
53	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
53	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
54	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
54	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
54	成都	03c69062-0880-5837-bae9-fe487784fe4e
54	武汉	39d1951e-19c0-579d-b912-a178b69ae641
55	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
55	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
55	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
55	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
56	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
56	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
56	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
56	南京	1428577a-a311-5d57-ad3f-bafb7795b063
57	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
57	成都	03c69062-0880-5837-bae9-fe487784fe4e
57	武汉	39d1951e-19c0-579d-b912-a178b69ae641
57	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
58	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
58	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
58	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
58	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
59	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
59	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
59	南京	1428577a-a311-5d57-ad3f-bafb7795b063
59	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
60	成都	03c69062-0880-5837-bae9-fe487784fe4e
60	武汉	39d1951e-19c0-579d-b912-a178b69ae641
60	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
60	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
61	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
61	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
61	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
61	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
62	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
62	南京	1428577a-a311-5d57-ad3f-bafb7795b063
62	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
62	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
63	武汉	39d1951e-19c0-579d-b912-a178b69ae641
63	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
63	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
63	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
64	杭州	38c8d0a9-f57b-57ea-852e-914ec59023b6
64	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
64	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
64	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
65	南京	1428577a-a311-5d57-ad3f-bafb7795b063
65	沈阳	5153e8e7-7633-5762-b223-e3e7f0e482fc
65	上海	b4466602-0f7c-59cb-bf36-8083959fd32d
65	成都	03c69062-0880-5837-bae9-fe487784fe4e
66	郑州	da3a0933-16eb-56a0-9911-eefa6edad967
66	乌鲁木齐	8c34a550-4813-51ce-aaef-8fd3b49fc457
66	广州	2bd99adc-e4d4-57a9-9027-f594f6acf0a2
66	重庆	d88ce193-ca3a-5770-913b-13a872ece3fb
67	昆明	6a6a2f3a-a93b-5d79-8740-0f5b6971afed
67	北京	d721db6a-e56d-58fa-b283-2556241b5b2e
67	深圳	17c7f7c5-7904-527a-9a7a-b0edf2ffd375
67	西安	ddb54c72-1527-53f0-ba7c-02548ddf2f8c
